	brenneri	briggsae	doughertyi	elegans	inopinata	latens	nigoni	remanei	sinica	sp26	sp40	tropicalis	wallacei
OG0000433	7	5	2	1	1	5	7	6	5	3	4	2	2
OG0000434	7	2	7	2	0	6	5	6	5	3	1	2	4
OG0000435	2	2	10	0	18	3	3	2	6	2	1	0	1
OG0000436	13	4	1	2	2	5	6	4	3	2	0	5	2
OG0000437	4	4	11	4	2	2	2	3	4	1	2	5	5
OG0000438	4	4	4	4	1	4	4	4	4	4	4	4	4
OG0000439	8	2	6	6	3	2	3	5	4	4	3	1	2
OG0000440	5	3	3	1	1	7	6	7	0	4	2	5	5
OG0000441	6	4	2	5	2	2	4	2	4	5	5	4	4
OG0000442	3	5	3	1	3	7	7	6	2	2	8	1	1
OG0000443	6	4	5	8	0	6	4	6	4	2	2	1	1
OG0000444	4	4	4	4	2	7	3	2	4	4	5	2	4
OG0000445	1	3	1	13	4	8	0	7	4	1	1	4	2
OG0000446	0	4	1	8	0	3	2	5	7	5	6	4	4
OG0000447	6	2	5	6	0	2	2	2	8	3	2	8	2
OG0000448	5	10	0	1	0	1	7	0	12	2	7	1	2
OG0000449	8	1	4	0	0	8	4	4	9	0	6	0	4
OG0000450	5	3	5	4	1	2	4	2	4	4	4	3	7
OG0000451	9	0	1	0	0	12	1	9	8	0	6	0	2
OG0000452	4	4	4	4	2	3	6	3	5	4	4	2	3
OG0000453	4	3	5	6	2	7	3	3	4	2	2	3	4
OG0000454	5	3	10	1	2	5	5	4	5	3	1	2	2
OG0000455	5	5	3	5	1	3	4	7	3	3	4	2	3
OG0000456	4	0	4	0	0	5	2	4	9	3	7	7	3
OG0000457	2	3	2	2	17	2	1	6	4	4	1	2	2
OG0000458	1	3	1	1	0	2	12	2	5	12	4	1	4
OG0000459	6	3	2	19	3	2	2	4	4	1	1	0	1
OG0000460	0	0	0	0	44	0	1	1	1	0	0	0	1
OG0000461	5	3	7	1	2	1	3	1	9	4	4	3	4
OG0000462	24	0	10	0	0	0	0	0	1	0	0	4	8
OG0000463	6	0	11	0	3	0	6	5	5	1	2	1	7
OG0000464	4	5	2	6	0	2	4	3	4	5	4	4	4
OG0000465	3	2	1	0	0	2	11	2	13	1	11	1	0
OG0000466	2	4	2	0	0	2	5	2	10	8	8	2	2
OG0000467	2	4	3	5	0	3	7	2	6	5	6	2	2
OG0000468	5	3	1	4	1	7	2	6	5	1	5	4	3
OG0000469	5	2	4	3	2	3	3	6	5	3	4	2	5
OG0000470	7	6	1	5	3	2	5	2	5	1	1	4	5
OG0000471	6	0	2	0	0	2	4	4	9	1	8	2	9
OG0000472	3	2	3	6	0	4	2	6	7	4	3	2	5
OG0000473	2	2	7	3	0	4	2	6	7	2	2	8	2
OG0000474	1	5	0	1	4	11	7	4	0	6	4	1	3
OG0000475	0	8	7	0	0	1	17	1	3	2	5	0	3
OG0000476	10	3	3	3	3	1	3	2	3	3	5	3	4
OG0000477	2	6	3	3	4	2	7	3	5	3	3	2	3
OG0000478	6	1	7	0	1	3	6	7	11	1	2	1	0
OG0000479	5	2	3	6	4	5	2	6	3	3	3	2	2
OG0000480	6	5	3	2	2	4	5	4	3	3	3	3	3
OG0000481	3	1	2	5	3	2	3	2	7	3	4	4	7
OG0000482	4	4	2	3	5	3	3	2	4	4	4	4	4
OG0000483	4	3	5	3	1	1	3	0	5	6	5	6	4
OG0000484	4	5	2	4	2	3	5	4	4	3	3	4	3
OG0000485	4	4	5	3	2	1	5	0	9	3	4	3	3
OG0000486	2	3	1	4	15	1	4	2	5	1	3	2	3
OG0000487	5	3	1	3	2	6	3	4	13	1	0	4	1
OG0000488	1	2	1	3	0	1	3	1	22	3	6	2	1
OG0000489	4	5	3	2	1	1	6	1	9	5	5	3	1
OG0000490	3	4	1	5	1	3	6	4	4	5	3	3	4
OG0000491	6	1	3	4	1	5	2	5	7	3	3	3	2
OG0000492	3	4	3	2	4	4	3	4	6	4	4	2	2
OG0000493	8	2	6	3	1	2	2	2	7	3	4	2	3
OG0000494	4	4	5	0	9	5	6	2	2	4	0	1	3
OG0000495	5	1	17	0	2	0	1	0	2	1	0	5	11
OG0000496	5	3	3	3	4	4	3	4	5	3	3	2	3
OG0000497	3	3	7	1	1	3	3	3	5	3	3	5	5
OG0000498	4	5	3	3	1	5	4	4	2	5	2	5	2
OG0000499	5	3	4	4	0	2	3	2	6	5	4	3	4
OG0000500	4	1	5	4	0	2	4	1	4	5	3	8	4
OG0000501	4	4	8	1	3	1	5	2	6	1	2	4	4
OG0000502	2	6	3	9	1	4	6	2	2	2	3	2	3
OG0000503	2	5	4	3	2	6	4	4	5	4	3	1	2
OG0000504	2	5	4	3	1	2	5	2	7	3	4	4	3
OG0000505	3	3	5	2	2	7	3	6	4	2	3	3	2
OG0000506	0	6	3	7	1	2	7	3	4	2	2	6	2
OG0000507	0	4	7	0	0	3	16	3	7	1	3	0	1
OG0000508	6	2	2	1	16	4	2	4	1	1	2	2	1
OG0000509	5	0	10	3	0	3	0	2	9	4	6	1	1
OG0000510	10	2	2	5	3	4	2	3	4	2	2	2	3
OG0000511	5	0	4	2	0	1	8	1	11	2	7	0	3
OG0000512	13	1	3	1	0	2	2	4	1	7	5	1	4
OG0000513	4	4	4	1	5	4	4	4	3	4	2	3	2
OG0000514	3	2	2	11	3	3	4	3	3	3	1	3	3
OG0000515	3	5	3	4	7	6	4	2	1	2	1	1	5
OG0000516	2	5	12	0	0	1	5	1	7	4	5	0	2
OG0000517	5	3	3	4	2	4	4	4	1	4	5	2	3
OG0000518	4	3	3	6	2	3	4	2	4	4	3	3	3
OG0000519	6	2	3	5	2	3	3	3	4	3	3	3	4
OG0000520	1	2	5	5	1	5	3	4	4	5	4	2	3
OG0000521	0	2	0	2	0	2	9	1	6	16	1	3	2
OG0000522	0	4	0	0	0	0	40	0	0	0	0	0	0
OG0000523	0	1	10	5	0	3	3	3	10	4	5	0	0
OG0000524	4	4	4	3	5	2	4	2	2	2	3	6	2
OG0000525	2	4	2	3	1	7	2	4	5	8	2	1	2
OG0000526	3	3	5	5	1	3	2	4	3	3	3	5	3
OG0000527	14	1	2	0	4	0	9	0	7	0	1	2	3
OG0000528	3	8	3	2	1	2	9	2	3	2	2	3	3
OG0000529	4	4	4	4	1	2	4	2	3	4	4	4	3
OG0000530	4	6	4	2	0	2	5	2	4	3	4	3	4
OG0000531	5	2	4	3	1	4	3	4	3	2	2	5	5
OG0000532	3	0	24	0	1	4	0	3	4	0	0	1	3
OG0000533	5	4	0	8	0	4	10	3	4	0	4	0	1
OG0000534	2	0	12	3	1	1	4	6	4	4	3	3	0
OG0000535	5	3	2	4	4	3	3	4	3	2	1	5	4
OG0000536	3	3	2	5	1	5	2	6	7	1	1	4	3
OG0000537	3	3	2	23	0	1	2	1	3	1	1	1	2
OG0000538	2	4	3	8	2	2	5	3	3	2	2	4	3
OG0000539	1	3	3	11	1	1	4	1	4	2	2	9	1
OG0000540	3	4	7	3	1	3	4	2	3	3	3	3	4
OG0000541	2	4	1	12	0	2	4	2	3	3	3	4	3
OG0000542	4	6	2	8	2	5	2	5	1	2	2	2	2
OG0000543	4	3	4	2	3	3	3	3	3	3	3	4	5
OG0000544	0	4	0	0	12	2	0	5	15	1	1	0	3
OG0000545	0	3	4	2	1	6	5	6	3	5	4	1	3
OG0000546	4	4	3	2	1	1	5	2	5	4	5	4	2
OG0000547	4	1	1	0	0	5	3	6	6	4	0	1	11
OG0000548	5	4	4	4	1	3	2	1	6	2	3	4	3
OG0000549	7	4	3	2	4	2	4	2	4	4	2	3	1
OG0000550	4	6	0	4	0	3	5	4	4	5	3	2	2
OG0000551	3	3	3	2	3	4	3	6	3	3	3	3	3
OG0000552	5	5	1	5	0	0	3	1	7	3	4	6	2
OG0000553	5	4	1	7	0	2	4	1	5	4	6	2	1
OG0000554	1	1	8	0	20	3	3	0	0	0	0	2	4
OG0000555	2	1	3	1	1	7	1	9	3	3	6	3	2
OG0000556	6	3	4	3	1	2	4	2	5	4	4	2	2
OG0000557	3	3	7	4	3	3	6	2	2	1	2	3	3
OG0000558	0	0	2	1	0	5	1	6	7	3	12	4	1
OG0000559	4	4	3	2	3	3	4	3	3	3	3	3	3
OG0000560	5	2	2	1	0	3	3	3	9	4	4	2	3
OG0000561	4	3	1	0	0	4	12	3	13	0	0	1	0
OG0000562	6	3	4	3	3	3	3	3	3	2	3	2	3
OG0000563	4	3	3	4	2	2	3	2	4	4	4	3	3
OG0000564	3	5	3	3	2	2	4	3	7	2	4	1	2
OG0000565	6	0	0	0	0	2	6	3	7	3	5	2	7
OG0000566	5	3	2	4	1	2	5	3	1	4	3	4	4
OG0000567	8	1	6	0	0	3	1	2	8	1	1	3	7
OG0000568	2	1	1	1	1	1	1	1	19	3	4	1	5
OG0000569	5	3	5	3	0	3	5	3	7	3	1	1	2
OG0000570	9	0	8	0	0	0	0	0	5	7	5	6	1
OG0000571	6	3	4	3	3	2	3	2	4	3	3	3	2
OG0000572	6	2	3	0	0	8	4	4	6	4	0	1	3
OG0000573	6	2	2	1	1	9	2	8	1	2	2	3	2
OG0000574	6	2	4	3	0	2	2	3	3	3	3	7	3
OG0000575	4	3	5	0	0	5	3	4	7	4	3	1	2
OG0000576	3	4	5	0	0	2	6	2	9	5	4	1	0
OG0000577	4	2	2	25	0	1	1	2	2	1	0	1	0
OG0000578	4	2	1	5	0	6	3	4	7	1	3	1	4
OG0000579	5	2	3	5	2	2	3	2	4	3	4	3	3
OG0000580	3	3	1	5	1	4	2	6	4	3	3	3	3
OG0000581	3	5	4	3	0	2	5	2	5	3	1	2	6
OG0000582	3	5	3	5	2	5	2	2	4	3	2	3	2
OG0000583	0	2	3	0	19	8	1	1	3	3	1	0	0
OG0000584	0	0	39	0	0	0	0	0	1	0	0	1	0
OG0000585	8	1	4	0	0	1	1	1	8	3	6	3	4
OG0000586	5	0	12	1	0	5	0	2	1	0	3	7	4
OG0000587	13	0	11	0	0	2	1	3	1	0	0	6	3
OG0000588	3	3	3	3	3	4	3	3	3	3	3	3	3
OG0000589	2	0	1	0	0	0	0	0	29	6	0	0	2
OG0000590	7	1	0	2	2	3	4	3	5	6	7	0	0
OG0000591	6	3	1	4	2	5	3	3	3	3	2	2	3
OG0000592	3	3	1	1	1	2	5	2	15	2	3	1	1
OG0000593	2	3	1	1	1	6	7	3	2	4	3	1	6
OG0000594	3	4	2	2	1	3	3	4	4	3	4	3	4
OG0000595	7	10	2	0	1	4	2	6	0	4	1	1	2
OG0000596	2	9	2	0	0	1	5	1	12	4	4	0	0
OG0000597	2	2	1	8	2	3	1	3	5	2	3	4	4
OG0000598	4	4	3	1	0	1	2	5	9	4	4	0	3
OG0000599	4	2	8	2	2	2	3	2	3	3	3	4	2
OG0000600	5	2	7	3	3	2	3	2	3	3	2	2	3
OG0000601	2	2	0	0	0	0	3	8	14	4	4	2	1
OG0000602	2	4	8	10	0	2	2	3	5	1	2	0	1
OG0000603	1	1	0	2	0	6	2	6	18	0	2	1	1
OG0000604	2	8	1	2	2	2	8	4	1	2	2	1	5
OG0000605	1	0	0	37	0	0	1	0	1	0	0	0	0
OG0000606	0	0	26	0	0	0	1	3	10	0	0	0	0
OG0000607	10	2	0	3	5	1	2	4	4	2	2	2	2
OG0000608	3	1	0	1	1	2	1	2	6	0	0	5	17
OG0000609	6	3	3	2	3	3	3	2	3	3	3	2	3
OG0000610	4	3	3	3	2	3	3	2	4	3	3	3	3
OG0000611	4	4	2	3	3	2	3	4	3	3	2	3	3
OG0000612	5	2	8	2	0	2	4	2	5	3	2	2	2
OG0000613	1	3	0	0	13	1	2	1	0	3	4	9	2
OG0000614	9	2	2	2	2	2	4	6	3	1	2	2	2
OG0000615	2	3	3	2	1	3	4	4	4	4	3	3	3
OG0000616	2	1	2	3	21	2	1	1	1	1	1	1	2
OG0000617	7	0	2	12	1	3	0	2	2	1	2	4	3
OG0000618	2	3	2	6	3	3	3	2	3	3	4	3	2
OG0000619	3	4	3	4	1	1	3	2	4	4	3	4	3
OG0000620	2	3	3	4	2	1	3	5	4	3	3	3	3
OG0000621	1	2	1	1	20	2	2	2	3	1	2	1	1
OG0000622	3	3	3	2	3	3	3	3	4	3	3	3	3
OG0000623	2	5	2	4	1	2	4	3	4	3	3	3	3
OG0000624	5	3	4	2	1	3	3	3	4	3	3	2	3
OG0000625	3	1	1	2	1	7	1	5	9	1	3	1	4
OG0000626	5	2	2	0	0	5	7	5	5	1	5	1	1
OG0000627	1	2	1	1	0	7	3	9	6	2	2	3	2
OG0000628	3	3	3	5	3	2	3	2	3	3	3	3	3
OG0000629	3	2	4	5	1	2	2	2	4	4	4	3	3
OG0000630	2	0	10	3	0	8	2	8	2	1	2	1	0
OG0000631	3	3	3	4	0	3	3	4	4	2	4	3	3
OG0000632	2	2	1	12	3	2	1	4	6	2	2	1	1
OG0000633	2	6	5	1	0	1	6	2	4	5	5	0	2
OG0000634	0	5	5	4	0	2	12	2	0	0	3	3	3
OG0000635	0	3	5	6	0	1	3	0	5	4	3	4	5
OG0000636	0	4	0	2	0	8	3	9	5	2	5	0	1
OG0000637	0	0	0	0	39	0	0	0	0	0	0	0	0
OG0000638	0	0	0	0	0	0	0	0	0	0	0	35	4
OG0000639	9	0	15	0	0	0	3	5	1	1	2	1	1
OG0000640	9	1	6	1	1	3	1	4	3	1	2	3	3
OG0000641	5	3	2	0	0	5	2	5	9	2	2	3	0
OG0000642	2	4	3	6	0	1	3	2	7	3	4	3	0
OG0000643	3	4	4	0	9	0	4	1	1	2	5	3	2
OG0000644	5	3	3	2	5	3	1	3	4	3	2	2	2
OG0000645	1	3	4	4	2	2	3	3	3	3	3	3	4
OG0000646	7	0	3	1	0	4	5	6	7	3	2	0	0
OG0000647	2	3	2	4	3	1	3	2	3	3	4	5	3
OG0000648	6	2	2	1	2	2	2	3	7	3	1	4	3
OG0000649	3	3	2	2	1	1	4	1	6	3	4	4	4
OG0000650	3	3	2	4	3	3	3	3	3	3	3	3	2
OG0000651	2	2	3	7	0	4	0	3	6	3	3	2	3
OG0000652	4	3	2	4	1	2	3	2	4	4	5	2	2
OG0000653	5	2	4	3	0	1	4	2	5	3	3	3	3
OG0000654	4	2	3	0	4	3	5	3	0	4	10	0	0
OG0000655	6	7	3	1	0	2	2	2	4	3	3	2	3
OG0000656	1	0	8	0	0	15	0	3	4	2	0	5	0
OG0000657	3	2	2	6	1	3	3	2	4	4	4	2	2
OG0000658	2	3	2	0	0	1	4	1	11	8	6	0	0
OG0000659	5	0	6	3	0	2	0	3	10	3	1	3	2
OG0000660	2	3	5	2	2	4	3	4	3	3	3	2	2
OG0000661	6	2	3	2	1	0	2	3	3	3	2	5	6
OG0000662	4	2	3	4	2	3	3	3	3	2	3	3	3
OG0000663	1	4	3	5	0	2	8	2	5	2	2	2	2
OG0000664	1	17	7	0	8	1	1	0	2	1	0	0	0
OG0000665	3	3	3	2	3	1	4	4	3	4	3	2	3
OG0000666	4	0	0	0	0	2	8	0	8	2	3	1	10
OG0000667	2	5	2	3	4	4	4	3	3	2	2	2	2
OG0000668	1	1	0	0	0	12	2	16	6	0	0	0	0
OG0000669	0	4	1	3	10	2	3	2	1	4	5	2	1
OG0000670	0	0	9	0	0	3	0	3	7	14	0	1	1
OG0000671	0	0	6	0	0	0	0	0	1	0	0	29	2
OG0000672	0	0	1	0	0	19	0	18	0	0	0	0	0
OG0000673	0	0	1	0	0	1	0	0	34	0	0	0	2
OG0000674	0	0	8	0	17	0	4	0	2	0	0	3	4
OG0000675	0	0	0	32	0	0	0	0	6	0	0	0	0
OG0000676	0	0	0	0	0	0	0	0	10	0	28	0	0
OG0000677	4	2	2	4	6	3	2	3	4	2	1	2	2
OG0000678	3	3	2	3	1	1	3	1	6	5	5	2	2
OG0000679	5	3	3	4	1	1	2	3	3	3	3	3	3
OG0000680	3	0	4	4	0	1	7	4	1	7	1	1	4
OG0000681	18	0	19	0	0	0	0	0	0	0	0	0	0
OG0000682	8	2	2	3	2	2	3	2	3	4	2	2	2
OG0000683	2	1	22	0	0	1	1	1	3	1	1	1	3
OG0000684	36	0	0	0	0	0	0	0	1	0	0	0	0
OG0000685	3	3	2	0	0	4	3	4	4	4	4	3	3
OG0000686	3	4	3	4	3	3	3	2	4	2	2	1	3
OG0000687	3	2	3	1	0	3	3	1	5	4	4	5	3
OG0000688	4	3	7	1	2	1	7	1	0	2	1	3	5
OG0000689	2	4	3	4	2	2	3	2	3	3	3	3	3
OG0000690	5	3	2	3	0	1	3	3	4	4	3	3	3
OG0000691	3	3	1	3	2	2	4	2	4	4	3	3	3
OG0000692	6	3	3	3	1	1	3	1	3	4	3	3	3
OG0000693	11	0	2	0	0	0	1	0	0	0	0	12	11
OG0000694	2	2	4	4	2	4	3	2	3	3	4	2	2
OG0000695	7	2	2	0	0	4	3	2	11	1	1	2	2
OG0000696	4	3	1	4	5	4	3	3	5	1	2	1	1
OG0000697	4	3	4	3	2	2	3	1	2	2	7	2	2
OG0000698	3	3	1	0	0	3	13	4	1	2	1	1	5
OG0000699	4	3	2	3	3	1	3	3	3	3	3	3	3
OG0000700	3	4	3	3	2	2	4	2	0	3	5	3	3
OG0000701	2	0	2	0	8	3	5	5	1	4	0	4	3
OG0000702	5	2	3	3	1	3	4	2	3	2	4	3	2
OG0000703	2	3	3	2	4	2	3	2	4	3	3	3	3
OG0000704	3	3	4	4	1	2	4	1	3	2	4	3	3
OG0000705	0	7	0	3	0	0	9	0	14	1	3	0	0
OG0000706	0	4	0	0	0	0	8	0	7	6	12	0	0
OG0000707	0	6	0	0	0	1	17	1	12	0	0	0	0
OG0000708	0	2	0	0	0	3	5	4	1	5	11	3	3
OG0000709	3	1	4	0	1	3	5	2	10	2	1	3	1
OG0000710	2	2	0	0	0	3	3	4	10	7	5	0	0
OG0000711	3	2	2	2	2	4	3	3	3	3	3	3	3
OG0000712	2	3	3	3	0	4	1	6	5	1	2	3	3
OG0000713	3	4	7	1	1	1	3	1	6	4	2	2	1
OG0000714	5	2	3	3	2	3	3	3	3	3	2	2	2
OG0000715	6	3	2	2	1	1	4	1	4	4	4	2	2
OG0000716	5	3	2	1	1	1	5	3	4	2	1	4	4
OG0000717	3	1	3	0	6	3	10	0	1	3	6	0	0
OG0000718	3	3	3	3	2	2	4	2	2	4	3	2	3
OG0000719	2	2	5	2	2	2	4	2	5	3	3	2	2
OG0000720	5	3	6	2	2	3	5	4	2	1	1	1	1
OG0000721	6	3	2	3	1	1	3	2	3	3	3	3	3
OG0000722	2	1	6	2	1	3	1	3	5	2	1	5	4
OG0000723	4	3	4	3	1	2	2	3	4	2	3	2	3
OG0000724	2	1	4	2	8	2	2	0	5	3	3	1	3
OG0000725	3	0	3	4	0	3	5	3	7	0	1	1	6
OG0000726	2	3	3	3	8	3	2	1	2	2	2	3	2
OG0000727	5	2	1	1	1	5	5	3	3	2	2	4	2
OG0000728	7	2	2	3	1	2	1	3	4	4	1	4	2
OG0000729	2	1	2	1	23	0	2	0	1	1	1	1	1
OG0000730	2	4	3	3	5	4	2	1	2	4	0	3	3
OG0000731	2	3	3	2	2	2	4	2	5	3	4	2	2
OG0000732	4	3	3	3	0	3	2	3	3	3	3	3	3
OG0000733	2	1	3	0	6	6	1	2	2	2	2	1	8
OG0000734	1	0	30	0	2	0	1	0	0	0	1	1	0
OG0000735	1	1	3	0	1	3	3	4	5	2	3	2	8
OG0000736	1	3	2	6	3	3	3	1	3	3	1	3	4
OG0000737	2	26	0	1	0	0	1	0	4	0	0	1	1
OG0000738	1	2	6	0	13	1	1	1	2	3	3	2	1
OG0000739	0	7	3	6	0	6	3	4	1	2	2	1	1
OG0000740	0	2	3	0	1	5	4	7	1	3	1	5	4
OG0000741	0	0	1	0	27	0	1	2	0	2	2	1	0
OG0000742	2	2	3	4	2	4	3	2	4	3	3	1	2
OG0000743	5	2	2	1	2	5	2	3	2	2	5	2	2
OG0000744	4	4	1	2	6	2	4	2	2	3	2	1	2
OG0000745	2	4	2	3	1	3	3	3	2	2	2	4	4
OG0000746	2	1	2	4	1	10	2	4	3	2	1	2	1
OG0000747	6	0	2	1	0	4	3	5	8	1	3	0	2
OG0000748	7	5	6	0	0	2	3	3	1	0	2	4	2
OG0000749	7	1	4	3	1	3	3	1	5	1	2	2	2
OG0000750	4	2	2	3	2	3	2	3	3	2	2	4	3
OG0000751	9	1	16	0	0	2	2	2	0	0	3	0	0
OG0000752	6	2	0	0	0	7	0	8	2	0	0	4	6
OG0000753	2	3	2	2	3	2	5	1	4	2	4	2	3
OG0000754	6	5	5	0	1	2	4	2	5	2	2	0	1
OG0000755	7	0	9	0	0	0	0	10	6	2	0	0	1
OG0000756	2	3	3	5	2	3	1	2	3	3	3	3	2
OG0000757	6	3	1	0	0	0	3	0	4	4	7	1	6
OG0000758	3	2	3	3	3	4	2	3	2	2	2	3	3
OG0000759	1	0	32	0	0	0	1	0	0	0	0	0	1
OG0000760	1	5	2	0	0	2	9	2	5	5	3	0	1
OG0000761	1	6	0	10	0	0	2	2	5	4	3	1	1
OG0000762	3	3	3	2	3	3	3	3	4	3	1	2	2
OG0000763	2	3	1	3	3	3	3	2	3	3	3	3	3
OG0000764	3	2	9	1	1	2	1	2	2	4	6	1	1
OG0000765	1	0	1	0	0	0	10	0	5	9	2	2	5
OG0000766	0	4	1	0	0	0	3	1	18	3	5	0	0
OG0000767	0	0	10	0	0	7	0	5	0	0	0	7	6
OG0000768	8	2	1	4	1	1	3	1	2	2	1	5	3
OG0000769	3	3	3	3	1	2	3	3	3	2	4	2	2
OG0000770	2	2	2	2	2	3	5	3	3	3	3	2	2
OG0000771	3	3	2	3	0	2	3	1	4	3	2	4	4
OG0000772	2	0	6	2	0	3	0	5	6	4	3	3	0
OG0000773	5	2	0	2	2	4	3	3	3	2	2	2	4
OG0000774	4	3	2	3	1	1	4	1	3	4	2	2	4
OG0000775	5	3	2	2	1	1	3	1	7	3	4	1	1
OG0000776	3	4	3	3	3	1	3	1	2	3	3	2	3
OG0000777	4	3	0	3	5	1	3	2	2	2	3	3	3
OG0000778	4	3	2	3	3	1	5	2	2	3	2	2	2
OG0000779	4	2	3	1	10	1	2	1	2	1	1	4	2
OG0000780	3	3	3	3	0	3	3	3	3	3	2	2	3
OG0000781	3	2	3	6	0	2	2	1	5	3	3	2	2
OG0000782	4	4	2	3	2	2	3	2	4	3	2	1	2
OG0000783	5	6	1	2	0	7	4	3	0	1	2	3	0
OG0000784	2	2	3	2	2	2	3	3	3	3	3	4	2
OG0000785	3	3	3	3	3	2	3	2	3	3	2	2	2
OG0000786	3	2	4	0	0	2	1	2	10	3	1	5	1
OG0000787	3	1	5	5	1	1	0	1	1	1	1	7	7
OG0000788	4	2	0	2	6	3	2	3	2	2	2	3	3
OG0000789	3	0	5	1	0	4	0	3	8	2	6	1	1
OG0000790	8	4	1	4	1	1	5	1	0	3	4	1	1
OG0000791	3	3	2	1	1	1	4	2	5	4	4	2	2
OG0000792	4	2	3	0	4	2	3	4	4	0	1	0	7
OG0000793	2	3	2	2	1	3	4	3	4	3	3	3	1
OG0000794	5	3	2	2	1	2	3	3	3	3	3	2	2
OG0000795	4	2	3	4	1	3	2	4	3	1	2	2	3
OG0000796	2	10	4	0	0	0	8	0	4	4	0	1	1
OG0000797	4	0	0	0	0	1	6	0	8	3	4	1	7
OG0000798	2	4	1	0	0	0	16	0	5	6	0	0	0
OG0000799	1	2	5	2	1	3	2	2	3	3	3	3	4
OG0000800	2	3	2	6	0	2	2	5	4	2	2	3	1
OG0000801	3	3	4	4	0	1	4	2	2	2	2	3	4
OG0000802	2	4	2	2	2	2	3	2	2	2	2	6	3
OG0000803	1	0	10	1	11	1	1	0	5	0	0	0	4
OG0000804	0	5	0	4	0	9	1	1	5	0	0	8	1
OG0000805	0	2	4	1	0	3	5	2	7	1	9	0	0
OG0000806	0	0	0	0	0	11	2	18	3	0	0	0	0
OG0000807	2	3	4	4	0	3	3	2	4	2	2	1	3
OG0000808	13	2	1	0	0	5	5	4	0	1	1	0	1
OG0000809	9	0	1	0	0	8	0	11	3	1	0	0	0
OG0000810	6	2	2	3	2	3	2	3	2	2	2	2	2
OG0000811	3	2	3	2	2	3	2	2	6	2	2	2	2
OG0000812	4	2	2	3	2	2	2	2	3	3	3	3	2
OG0000813	4	3	2	1	3	3	3	3	2	2	3	2	2
OG0000814	5	0	2	0	0	5	1	3	15	0	2	0	0
OG0000815	5	3	1	3	2	2	3	2	2	4	2	2	2
OG0000816	3	4	4	4	0	3	2	3	2	2	2	2	2
OG0000817	3	2	4	2	1	3	3	7	1	2	2	1	2
OG0000818	4	1	3	3	2	3	1	5	0	3	2	3	3
OG0000819	2	4	2	4	1	1	4	2	3	3	3	2	2
OG0000820	3	0	11	3	0	0	0	0	10	0	0	2	4
OG0000821	4	3	2	3	2	2	2	3	3	2	2	2	3
OG0000822	4	3	2	5	2	2	3	2	2	3	2	1	2
OG0000823	4	2	3	1	5	2	3	2	2	3	2	2	2
OG0000824	2	1	4	1	0	4	3	3	2	6	0	4	3
OG0000825	3	2	3	1	2	3	3	3	2	3	2	3	3
OG0000826	2	1	2	3	2	3	2	2	4	4	2	3	3
OG0000827	3	2	2	4	0	1	3	1	6	3	3	3	2
OG0000828	2	4	2	1	0	2	3	1	3	5	2	5	3
OG0000829	1	3	0	0	0	6	4	8	0	1	0	1	9
OG0000830	2	4	2	2	1	2	2	2	4	4	4	2	2
OG0000831	5	0	22	0	0	0	0	0	3	1	0	2	0
OG0000832	2	7	1	0	0	1	12	1	4	3	1	1	0
OG0000833	1	3	3	0	7	1	3	1	1	2	0	6	5
OG0000834	3	3	4	2	4	2	2	1	3	3	2	2	2
OG0000835	2	5	1	0	0	4	5	3	5	3	2	1	2
OG0000836	0	10	4	2	3	2	4	2	4	0	1	1	0
OG0000837	0	2	1	0	0	5	18	1	6	0	0	0	0
OG0000838	0	3	3	3	1	2	3	3	3	3	3	3	3
OG0000839	0	3	0	3	4	3	5	3	3	2	7	0	0
OG0000840	0	0	0	1	32	0	0	0	0	0	0	0	0
OG0000841	0	0	0	0	0	1	0	1	30	0	1	0	0
OG0000842	0	0	0	0	0	3	4	8	12	2	4	0	0
OG0000843	0	0	0	0	0	0	0	0	27	6	0	0	0
OG0000844	10	1	2	0	0	2	2	2	3	2	3	3	2
OG0000845	3	3	5	1	3	1	4	1	3	2	3	2	1
OG0000846	3	0	4	4	10	3	1	2	3	1	0	1	0
OG0000847	7	1	1	1	1	2	0	2	4	2	3	5	3
OG0000848	16	0	7	0	0	0	0	0	0	0	0	9	0
OG0000849	4	0	3	2	0	4	3	1	4	3	8	0	0
OG0000850	2	3	3	4	2	2	3	2	3	2	2	2	2
OG0000851	1	2	2	6	1	2	2	2	3	2	2	3	4
OG0000852	7	0	2	0	0	0	0	0	3	1	2	15	2
OG0000853	5	2	2	1	1	0	3	3	4	3	3	2	3
OG0000854	1	0	7	0	8	3	2	2	2	2	3	1	1
OG0000855	8	0	9	0	0	4	0	0	9	1	0	0	1
OG0000856	2	3	1	0	2	2	3	2	0	6	7	1	3
OG0000857	2	4	4	2	1	2	3	2	2	2	2	3	3
OG0000858	4	0	4	0	0	1	7	6	3	4	1	2	0
OG0000859	3	3	3	5	1	1	3	1	3	2	3	2	2
OG0000860	5	1	3	2	2	2	2	2	3	2	5	2	1
OG0000861	4	1	4	0	0	2	1	3	5	3	4	3	2
OG0000862	2	4	2	1	1	2	3	3	5	2	3	3	1
OG0000863	1	2	1	1	1	0	15	0	1	3	2	2	3
OG0000864	2	1	1	1	0	2	1	4	13	4	2	0	1
OG0000865	3	3	3	0	0	0	7	0	15	0	1	0	0
OG0000866	5	1	1	3	0	1	1	2	14	2	1	1	0
OG0000867	10	1	3	1	1	2	3	4	3	1	1	1	1
