elegans_gene_id,prot_length,file,elegans_gene_id,Your Input,Public Name
B0361.9,139,2402.fa,B0361.9,B0361.9,B0361.9
Y105E8A.7,741,2403.fa,Y105E8A.7,Y105E8A.7,eat-18_lev-10
F56D2.3,168,2404.fa,F56D2.3,F56D2.3,F56D2.3
F40H3.5,118,2405.fa,F40H3.5,F40H3.5,hst-3.1
Y92C3B.2,157,2406.fa,Y92C3B.2,Y92C3B.2,uaf-1
C06A5.2,79,2407.fa,C06A5.2,C06A5.2,C06A5.2
F52H3.5,48,2408.fa,F52H3.5,F52H3.5,ttc-36
C09E9.1,37,2409.fa,C09E9.1,C09E9.1,C09E9.1
T04G9.3,325,240.fa,T04G9.3,T04G9.3,ile-2
C12D12.2,454,2410.fa,C12D12.2,C12D12.2,glt-1
PAR2.1,144,2411.fa,PAR2.1,PAR2.1,mtss-1
F28F8.2,258,2412.fa,F28F8.2,F28F8.2,acs-2
C54H2.5,229,2413.fa,C54H2.5,C54H2.5,sft-4
T07A9.11,130,2414.fa,T07A9.11,T07A9.11,rps-24
C46E1.2,526,2415.fa,C46E1.2,C46E1.2,gcy-36
C14B9.7,161,2416.fa,C14B9.7,C14B9.7,rpl-21
C10F3.4,450,2417.fa,C10F3.4,C10F3.4,mcp-1
C37C3.6,1425,2418.fa,C37C3.6,C37C3.6,mig-6
C10G11.8,434,2419.fa,C10G11.8,C10G11.8,C10G11.8
Y80D3A.5,137,241.fa,Y80D3A.5,Y80D3A.5,cyp-42A1
Y40B10A.9,279,2420.fa,Y40B10A.9,Y40B10A.9,Y40B10A.9
C18F10.2,51,2421.fa,C18F10.2,C18F10.2,C18F10.2
K03A1.4,160,2422.fa,K03A1.4,K03A1.4,K03A1.4
C06A12.5,423,2423.fa,C06A12.5,C06A12.5,lact-6
T28H10.3,375,2424.fa,T28H10.3,T28H10.3,lgmn-1
D1054.3,192,2425.fa,D1054.3,D1054.3,D1054.3
Y55F3AM.4,288,2426.fa,Y55F3AM.4,Y55F3AM.4,atg-3
T06D8.2,165,2427.fa,T06D8.2,T06D8.2,T06D8.2
T10E10.4,899,2428.fa,T10E10.4,T10E10.4,chtb-3
T04D1.4,1763,2429.fa,T04D1.4,T04D1.4,chd-7
C43H6.1,326,242.fa,C43H6.1,C43H6.1,trpp-12
W06B11.2,554,2430.fa,W06B11.2,W06B11.2,puf-9
Y75B7AL.1,527,2431.fa,Y75B7AL.1,Y75B7AL.1,glb-33
K04D7.3,461,2432.fa,K04D7.3,K04D7.3,gta-1
W03D2.5,106,2433.fa,W03D2.5,W03D2.5,wrt-5
W02C12.2,12,2434.fa,W02C12.2,W02C12.2,W02C12.2
C06H2.3,273,2435.fa,C06H2.3,C06H2.3,jmjd-5
H09F14.1,210,2436.fa,H09F14.1,H09F14.1,H09F14.1
F55A12.8,943,2437.fa,F55A12.8,F55A12.8,nath-10
D1054.1,147,2438.fa,D1054.1,D1054.1,D1054.1
K08E4.1,942,2439.fa,K08E4.1,K08E4.1,spt-5
C28H8.6,184,243.fa,C28H8.6,C28H8.6,pxl-1
B0414.7,1055,2440.fa,B0414.7,B0414.7,mtk-1
Y32F6B.3,187,2441.fa,Y32F6B.3,Y32F6B.3,crp-1
Y32F6B.1,708,2442.fa,Y32F6B.1,Y32F6B.1,Y32F6B.1
T04F3.3,321,2443.fa,T04F3.3,T04F3.3,T04F3.3
F35D2.4,19,2444.fa,F35D2.4,F35D2.4,mks-3
T23G7.1,411,2445.fa,T23G7.1,T23G7.1,dpl-1
F44D12.2,277,2446.fa,F44D12.2,F44D12.2,F44D12.2
F44D12.1,759,2447.fa,F44D12.1,F44D12.1,magu-4
C56A3.1,260,2448.fa,C56A3.1,C56A3.1,grl-17
Y54G11B.1,200,2449.fa,Y54G11B.1,Y54G11B.1,dmsr-6
C10E2.4,147,244.fa,C10E2.4,C10E2.4,not found
F56H9.3,160,2450.fa,F56H9.3,F56H9.3,gpa-8
T05E11.3,757,2451.fa,T05E11.3,T05E11.3,enpl-1
Y9C2UA.1,54,2452.fa,Y9C2UA.1,Y9C2UA.1,Y9C2UA.1
C18F10.7,551,2453.fa,C18F10.7,C18F10.7,C18F10.7
F56C4.1,241,2454.fa,F56C4.1,F56C4.1,F56C4.1
K08H10.4,194,2455.fa,K08H10.4,K08H10.4,uda-1
Y54G2A.29,473,2456.fa,Y54G2A.29,Y54G2A.29,ndnf-1
Y39A1A.15,783,2457.fa,Y39A1A.15,Y39A1A.15,cnt-2
D1053.1,214,2458.fa,D1053.1,D1053.1,gst-42
T07A9.7,257,2459.fa,T07A9.7,T07A9.7,gpa-4
K05C4.11,156,245.fa,K05C4.11,K05C4.11,sol-2
C50D2.7,319,2460.fa,C50D2.7,C50D2.7,C50D2.7
F55A4.8,484,2461.fa,F55A4.8,F55A4.8,vpat-1
4R79.2,338,2462.fa,4R79.2,4R79.2,rabr-2
F33D4.1,481,2463.fa,F33D4.1,F33D4.1,nhr-8
ZK455.4,570,2464.fa,ZK455.4,ZK455.4,asm-2
T01H10.8,1535,2465.fa,T01H10.8,T01H10.8,lyst-1
C47E8.9,125,2466.fa,C47E8.9,C47E8.9,C47E8.9
W02D9.1,381,2467.fa,W02D9.1,W02D9.1,pri-2
ZK1307.8,442,2468.fa,ZK1307.8,ZK1307.8,ZK1307.8
K08F8.3,160,2469.fa,K08F8.3,K08F8.3,fut-1
F48C5.1,165,246.fa,F48C5.1,F48C5.1,igeg-2
F25B5.1,468,2470.fa,F25B5.1,F25B5.1,dct-6
C53A5.17,193,2471.fa,C53A5.17,C53A5.17,C53A5.17
C46F11.4,726,2472.fa,C46F11.4,C46F11.4,C46F11.4
W03A5.3,92,2473.fa,W03A5.3,W03A5.3,grl-22
C27C12.7,730,2474.fa,C27C12.7,C27C12.7,dpf-2
F20D1.7,633,2475.fa,F20D1.7,F20D1.7,iglr-1
F54D7.2,275,2476.fa,F54D7.2,F54D7.2,ept-1
T10B10.4,296,2477.fa,T10B10.4,T10B10.4,T10B10.4
T22A3.8,474,2478.fa,T22A3.8,T22A3.8,lam-3
F48C1.7,206,2479.fa,F48C1.7,F48C1.7,spe-11
ZK563.2,219,247.fa,ZK563.2,ZK563.2,ZK563.2
F29G6.1,583,2480.fa,F29G6.1,F29G6.1,F29G6.1
C30B5.7,134,2481.fa,C30B5.7,C30B5.7,srsy-2
C42D4.8,970,2482.fa,C42D4.8,C42D4.8,rpc-1
F44C4.2,329,2483.fa,F44C4.2,F44C4.2,nhr-37
Y53G8AR.9,92,2484.fa,Y53G8AR.9,Y53G8AR.9,Y53G8AR.9
C46H11.10,275,2485.fa,C46H11.10,C46H11.10,C46H11.10
ZC84.4,372,2486.fa,ZC84.4,ZC84.4,npr-29
F53B3.2,419,2487.fa,F53B3.2,F53B3.2,comt-1
K09E4.4,667,2488.fa,K09E4.4,K09E4.4,K09E4.4
F48B9.5,135,2489.fa,F48B9.5,F48B9.5,npax-2
C39D10.6,210,248.fa,C39D10.6,C39D10.6,latd-1
F17H10.1,506,2490.fa,F17H10.1,F17H10.1,F17H10.1
F54F2.1,788,2491.fa,F54F2.1,F54F2.1,pat-2
T18H9.7,324,2492.fa,T18H9.7,T18H9.7,pacs-1
C27H5.6,90,2493.fa,C27H5.6,C27H5.6,C27H5.6
H02I12.3,176,2494.fa,H02I12.3,H02I12.3,tag-89
C46H11.4,163,2495.fa,C46H11.4,C46H11.4,lfe-2
F58H1.1,411,2496.fa,F58H1.1,F58H1.1,aman-2
R01H10.3,593,2497.fa,R01H10.3,R01H10.3,cor-1
K10D2.2,229,2498.fa,K10D2.2,K10D2.2,pup-2
C18E9.3,280,2499.fa,C18E9.3,C18E9.3,szy-20
F47G4.3,304,249.fa,F47G4.3,F47G4.3,gpdh-1
R10E12.2,380,24.fa,R10E12.2,R10E12.2,R10E12.2
F44G4.4,130,2500.fa,F44G4.4,F44G4.4,tdp-1
C30D11.1,457,2501.fa,C30D11.1,C30D11.1,unc-103
F32D8.10,377,2502.fa,F32D8.10,F32D8.10,zzz-1
F35H10.3,25,2503.fa,F35H10.3,F35H10.3,F35H10.3
Y57G11C.22,197,2504.fa,Y57G11C.22,Y57G11C.22,Y57G11C.22
F20D1.8,296,2505.fa,F20D1.8,F20D1.8,cutl-3
C15A7.2,393,2506.fa,C15A7.2,C15A7.2,tmem-145
F32B6.1,417,2507.fa,F32B6.1,F32B6.1,nhr-4
C27A7.4,976,2508.fa,C27A7.4,C27A7.4,che-11
D2096.2,99,2509.fa,D2096.2,D2096.2,praf-3
C18A11.3,191,250.fa,C18A11.3,C18A11.3,C18A11.3
D1022.6,353,2510.fa,D1022.6,D1022.6,sro-1
C07E3.9,151,2511.fa,C07E3.9,C07E3.9,C07E3.9
C30G12.4,113,2512.fa,C30G12.4,C30G12.4,C30G12.4
Y50E8A.3,94,2513.fa,Y50E8A.3,Y50E8A.3,oig-3
K02F2.6,591,2514.fa,K02F2.6,K02F2.6,ser-3
W09D12.1,227,2515.fa,W09D12.1,W09D12.1,zmp-4
T05H10.8,323,2516.fa,T05H10.8,T05H10.8,T05H10.8
T07A5.7,65,2517.fa,T07A5.7,T07A5.7,T07A5.7
W09B12.1,607,2518.fa,W09B12.1,W09B12.1,ace-1
T07H6.1,656,2519.fa,T07H6.1,T07H6.1,cest-16
T07F10.4,238,251.fa,T07F10.4,T07F10.4,bus-19
F32H5.4,483,2520.fa,F32H5.4,F32H5.4,F32H5.4
F48C1.1,66,2521.fa,F48C1.1,F48C1.1,aman-3
F28D1.10,523,2522.fa,F28D1.10,F28D1.10,gex-3
C24A11.9,83,2523.fa,C24A11.9,C24A11.9,coq-1
ZK792.5,579,2524.fa,ZK792.5,ZK792.5,ZK792.5
C45B11.6,290,2525.fa,C45B11.6,C45B11.6,C45B11.6
F31F6.7,268,2526.fa,F31F6.7,F31F6.7,lips-8
T21D12.7,399,2527.fa,T21D12.7,T21D12.7,T21D12.7
C34E10.6,510,2528.fa,C34E10.6,C34E10.6,atp-2
Y43C5A.4,125,2529.fa,Y43C5A.4,Y43C5A.4,Y43C5A.4
T12D8.6,142,252.fa,T12D8.6,T12D8.6,mlc-5
C54D10.10,156,2530.fa,C54D10.10,C54D10.10,C54D10.10
F52H3.3,368,2531.fa,F52H3.3,F52H3.3,bath-38
C10C6.2,200,2532.fa,C10C6.2,C10C6.2,npr-3
Y48C3A.11,282,2533.fa,Y48C3A.11,Y48C3A.11,dmsr-3
ZC410.5,17,2534.fa,ZC410.5,ZC410.5,msa-1
Y62E10A.10,234,2535.fa,Y62E10A.10,Y62E10A.10,emc-3
T21C9.6,1209,2536.fa,T21C9.6,T21C9.6,T21C9.6
C05A2.1,192,2537.fa,C05A2.1,C05A2.1,pph-1
ZC477.5,282,2538.fa,ZC477.5,ZC477.5,rde-8
F32H2.1,859,2539.fa,F32H2.1,F32H2.1,snpc-4
C25F6.1,164,253.fa,C25F6.1,C25F6.1,C25F6.1
W06D4.4,596,2540.fa,W06D4.4,W06D4.4,prmt-7
Y59E9AL.36,356,2541.fa,Y59E9AL.36,Y59E9AL.36,Y59E9AL.36
K10C9.3,178,2542.fa,K10C9.3,K10C9.3,rnst-2
C05B10.1,346,2543.fa,C05B10.1,C05B10.1,lip-1
F56E3.3,1534,2544.fa,F56E3.3,F56E3.3,klp-4
K07A9.2,96,2545.fa,K07A9.2,K07A9.2,cmk-1
D2089.3,133,2546.fa,D2089.3,D2089.3,D2089.3
R107.1,349,2547.fa,R107.1,R107.1,nac-2
M110.7,679,2548.fa,M110.7,M110.7,M110.7
C35C5.4,195,2549.fa,C35C5.4,C35C5.4,mig-2
C06E8.5,549,254.fa,C06E8.5,C06E8.5,C06E8.5
C25H3.8,1985,2550.fa,C25H3.8,C25H3.8,not found
C39F7.4,197,2551.fa,C39F7.4,C39F7.4,rab-1
Y71G12B.15,175,2552.fa,Y71G12B.15,Y71G12B.15,ubc-3
F02D8.4,4,2553.fa,F02D8.4,F02D8.4,F02D8.4
T19B10.9,323,2554.fa,T19B10.9,T19B10.9,mam-4
F54E4.2,167,2555.fa,F54E4.2,F54E4.2,F54E4.2
K09H11.1,410,2556.fa,K09H11.1,K09H11.1,acds-10
R03A10.3,439,2557.fa,R03A10.3,R03A10.3,mocs-1
Y71A12B.9,499,2558.fa,Y71A12B.9,Y71A12B.9,usp-3
Y38C1AA.2,355,2559.fa,Y38C1AA.2,Y38C1AA.2,csn-3
K06A1.4,485,255.fa,K06A1.4,K06A1.4,nhr-22
C32F10.4,227,2560.fa,C32F10.4,C32F10.4,C32F10.4
C45B11.3,292,2561.fa,C45B11.3,C45B11.3,dhs-18
K04G2.9,149,2562.fa,K04G2.9,K04G2.9,K04G2.9
R17.2,419,2563.fa,R17.2,R17.2,pde-12
T22H2.6,110,2564.fa,T22H2.6,T22H2.6,pgrn-1
F01F1.3,240,2565.fa,F01F1.3,F01F1.3,F01F1.3
F16F9.2,442,2566.fa,F16F9.2,F16F9.2,dpy-6
T22F3.12,61,2567.fa,T22F3.12,T22F3.12,T22F3.12
F58E6.1,214,2568.fa,F58E6.1,F58E6.1,sta-2
F22D3.6,412,2569.fa,F22D3.6,F22D3.6,malt-1
F53A9.9,119,256.fa,F53A9.9,F53A9.9,F53A9.9
R08B4.2,315,2570.fa,R08B4.2,R08B4.2,alr-1
Y66D12A.9,70,2571.fa,Y66D12A.9,Y66D12A.9,psme-3
T18H9.6,298,2572.fa,T18H9.6,T18H9.6,mdt-27
M01E11.2,277,2573.fa,M01E11.2,M01E11.2,ctnb-1
C16A3.1,423,2574.fa,C16A3.1,C16A3.1,smrc-1
AH9.4,347,2575.fa,AH9.4,AH9.4,AH9.4
ZK930.3,51,2576.fa,ZK930.3,ZK930.3,vab-23
C56G2.5,621,2577.fa,C56G2.5,C56G2.5,C56G2.5
C35A5.7,325,2578.fa,C35A5.7,C35A5.7,dmsr-8
R09H10.4,800,2579.fa,R09H10.4,R09H10.4,ptr-14
F32A6.3,751,257.fa,F32A6.3,F32A6.3,vps-41
Y71F9AL.17,852,2580.fa,Y71F9AL.17,Y71F9AL.17,copa-1
F48E3.8,1289,2581.fa,F48E3.8,F48E3.8,chts-1
H03E18.1,846,2582.fa,H03E18.1,H03E18.1,H03E18.1
F53B3.6,289,2583.fa,F53B3.6,F53B3.6,F53B3.6
T17E9.2,443,2584.fa,T17E9.2,T17E9.2,nmt-1
F54E4.4,87,2585.fa,F54E4.4,F54E4.4,F54E4.4
C53A5.13,503,2586.fa,C53A5.13,C53A5.13,C53A5.13
Y16B4A.2,1412,2587.fa,Y16B4A.2,Y16B4A.2,Y16B4A.2
F40E10.4,1085,2588.fa,F40E10.4,F40E10.4,slt-1
Y66A7A.6,324,2589.fa,Y66A7A.6,Y66A7A.6,gly-8
E01H11.1,532,258.fa,E01H11.1,E01H11.1,pkc-2
C06A5.11,249,2590.fa,C06A5.11,C06A5.11,sir-2.4
T04A8.4,204,2591.fa,T04A8.4,T04A8.4,tag-243
C34D4.12,168,2592.fa,C34D4.12,C34D4.12,cyn-12
Y54G2A.35,267,2593.fa,Y54G2A.35,Y54G2A.35,ser-6
K12C11.5,31,2594.fa,K12C11.5,K12C11.5,K12C11.5
C41D7.2,719,2595.fa,C41D7.2,C41D7.2,ptr-3
B0034.3,836,2596.fa,B0034.3,B0034.3,casy-1
C46F11.1,501,2597.fa,C46F11.1,C46F11.1,unc-93
C17D12.2,257,2598.fa,C17D12.2,C17D12.2,unc-75
K02D10.4,63,2599.fa,K02D10.4,K02D10.4,K02D10.4
C15B12.4,446,259.fa,C15B12.4,C15B12.4,C15B12.4
C46C11.3,205,25.fa,C46C11.3,C46C11.3,C46C11.3
SSSD1.1,609,2600.fa,SSSD1.1,SSSD1.1,igcm-2
T04A8.6,243,2601.fa,T04A8.6,T04A8.6,nifk-1
M7.7,305,2602.fa,M7.7,M7.7,M7.7
F27D9.8,463,2603.fa,F27D9.8,F27D9.8,stn-2
C42D4.3,248,2604.fa,C42D4.3,C42D4.3,C42D4.3
C48D5.1,528,2605.fa,C48D5.1,C48D5.1,nhr-6
K01D12.6,209,2606.fa,K01D12.6,K01D12.6,miga-1
Y111B2A.12,91,2607.fa,Y111B2A.12,Y111B2A.12,Y111B2A.12
F42G4.5,191,2608.fa,F42G4.5,F42G4.5,F42G4.5
C03B8.3,83,2609.fa,C03B8.3,C03B8.3,C03B8.3
F41G4.8,149,260.fa,F41G4.8,F41G4.8,F41G4.8
F09F7.5,285,2610.fa,F09F7.5,F09F7.5,F09F7.5
W09D6.5,169,2611.fa,W09D6.5,W09D6.5,W09D6.5
Y55F3AM.10,127,2612.fa,Y55F3AM.10,Y55F3AM.10,abhd-14
F40G12.2,156,2613.fa,F40G12.2,F40G12.2,F40G12.2
Y65B4A.2,366,2614.fa,Y65B4A.2,Y65B4A.2,Y65B4A.2
F26C11.2,51,2615.fa,F26C11.2,F26C11.2,unc-4
K03A1.5,688,2616.fa,K03A1.5,K03A1.5,sur-5
C07A9.1,88,2617.fa,C07A9.1,C07A9.1,clec-162
C01G12.7,345,2618.fa,C01G12.7,C01G12.7,C01G12.7
F13H8.4,268,2619.fa,F13H8.4,F13H8.4,nmgp-1
T04C10.3,222,261.fa,T04C10.3,T04C10.3,T04C10.3
F54C9.11,347,2620.fa,F54C9.11,F54C9.11,F54C9.11
C52E12.4,1079,2621.fa,C52E12.4,C52E12.4,lst-6
C09G9.5,145,2622.fa,C09G9.5,C09G9.5,C09G9.5
C30A5.10,498,2623.fa,C30A5.10,C30A5.10,C30A5.10
T22E5.5,399,2624.fa,T22E5.5,T22E5.5,mup-2
ZK370.2,197,2625.fa,ZK370.2,ZK370.2,sma-2
VC5.6,228,2626.fa,VC5.6,VC5.6,nhr-286
K08H2.8,314,2627.fa,K08H2.8,K08H2.8,nhr-32
C25A1.9,331,2628.fa,C25A1.9,C25A1.9,rsa-1
T20B5.2,163,2629.fa,T20B5.2,T20B5.2,T20B5.2
C13G3.3,551,262.fa,C13G3.3,C13G3.3,pptr-2
C39E6.1,336,2630.fa,C39E6.1,C39E6.1,lon-2
M01F1.6,154,2631.fa,M01F1.6,M01F1.6,mrpl-35
F16D3.4,840,2632.fa,F16D3.4,F16D3.4,tbcd-1
F56C4.3,80,2633.fa,F56C4.3,F56C4.3,glb-19
C02F5.8,66,2634.fa,C02F5.8,C02F5.8,tsp-1
ZK849.2,254,2635.fa,ZK849.2,ZK849.2,gopc-1
F58H12.1,765,2636.fa,F58H12.1,F58H12.1,kin-29
ZK455.2,846,2637.fa,ZK455.2,ZK455.2,gcy-9
Y51A2D.13,152,2638.fa,Y51A2D.13,Y51A2D.13,Y51A2D.13
R07G3.8,252,2639.fa,R07G3.8,R07G3.8,R07G3.8
Y55B1AL.3,161,263.fa,Y55B1AL.3,Y55B1AL.3,helq-1
K08B12.3,190,2640.fa,K08B12.3,K08B12.3,K08B12.3
C34C12.5,268,2641.fa,C34C12.5,C34C12.5,rsu-1
R57.2,123,2642.fa,R57.2,R57.2,R57.2
C26D10.3,49,2643.fa,C26D10.3,C26D10.3,C26D10.3
F58D5.3,125,2644.fa,F58D5.3,F58D5.3,F58D5.3
F20D12.3,687,2645.fa,F20D12.3,F20D12.3,bbs-2
ZK856.1,470,2646.fa,ZK856.1,ZK856.1,cul-5
F18A1.4,479,2647.fa,F18A1.4,F18A1.4,lir-2
Y44E3B.2,253,2648.fa,Y44E3B.2,Y44E3B.2,tyr-5
F31D4.7,398,2649.fa,F31D4.7,F31D4.7,twk-35
T23C6.5,352,264.fa,T23C6.5,T23C6.5,npr-21
C29H12.6,314,2650.fa,C29H12.6,C29H12.6,C29H12.6
T02D1.6,319,2651.fa,T02D1.6,T02D1.6,npr-26
C52B9.2,143,2652.fa,C52B9.2,C52B9.2,ets-9
C06G1.4,570,2653.fa,C06G1.4,C06G1.4,ain-1
C32A3.3,339,2654.fa,C32A3.3,C32A3.3,rilp-1
K11D9.2,1004,2655.fa,K11D9.2,K11D9.2,sca-1
T23B3.6,305,2656.fa,T23B3.6,T23B3.6,T23B3.6
C32A3.2,180,2657.fa,C32A3.2,C32A3.2,mrps-31
Y57A10B.1,10,2658.fa,Y57A10B.1,Y57A10B.1,marc-5
T19H12.5,112,2659.fa,T19H12.5,T19H12.5,srd-32
F14F4.1,270,265.fa,F14F4.1,F14F4.1,ntr-2
C55C3.1,278,2660.fa,C55C3.1,C55C3.1,C55C3.1
K12H6.1,438,2661.fa,K12H6.1,K12H6.1,nhr-119
D2096.4,433,2662.fa,D2096.4,D2096.4,sqv-1
Y70D2A.2,445,2663.fa,Y70D2A.2,Y70D2A.2,hex-5
K02B12.5,589,2664.fa,K02B12.5,K02B12.5,tnsl-1
F32A7.3,74,2665.fa,F32A7.3,F32A7.3,eva-1
C41C4.10,315,2666.fa,C41C4.10,C41C4.10,sfxn-5
K10C8.1,308,2667.fa,K10C8.1,K10C8.1,parn-1
Y57A10C.6,280,2668.fa,Y57A10C.6,Y57A10C.6,daf-22
F59D12.1,266,2669.fa,F59D12.1,F59D12.1,pcdr-1
F25H2.9,248,266.fa,F25H2.9,F25H2.9,pas-5
ZK1086.1,593,2670.fa,ZK1086.1,ZK1086.1,obr-3
VC5.5,222,2671.fa,VC5.5,VC5.5,nhr-135
K09F5.6,722,2672.fa,K09F5.6,K09F5.6,K09F5.6
C30B5.6,111,2673.fa,C30B5.6,C30B5.6,C30B5.6
F58G11.6,276,2674.fa,F58G11.6,F58G11.6,ccz-1
F32H5.7,314,2675.fa,F32H5.7,F32H5.7,twk-43
C50C3.6,1951,2676.fa,C50C3.6,C50C3.6,prp-8
F42A10.1,677,2677.fa,F42A10.1,F42A10.1,abcf-3
C25A1.2,189,2678.fa,C25A1.2,C25A1.2,fkh-10
ZK430.8,480,2679.fa,ZK430.8,ZK430.8,mlt-7
B0361.5,267,267.fa,B0361.5,B0361.5,psd-1
R13.3,444,2680.fa,R13.3,R13.3,best-15
C01B10.3,304,2681.fa,C01B10.3,C01B10.3,C01B10.3
C42C1.12,118,2682.fa,C42C1.12,C42C1.12,C42C1.12
T04D3.4,212,2683.fa,T04D3.4,T04D3.4,gcy-35
M04B2.7,143,2684.fa,M04B2.7,M04B2.7,M04B2.7
C08B11.2,292,2685.fa,C08B11.2,C08B11.2,hda-2
C31H2.4,208,2686.fa,C31H2.4,C31H2.4,C31H2.4
ZK669.1,444,2687.fa,ZK669.1,ZK669.1,spv-1
R12B2.1,393,2688.fa,R12B2.1,R12B2.1,sma-4
F59G1.5,661,2689.fa,F59G1.5,F59G1.5,ptp-2
F41D9.1,699,268.fa,F41D9.1,F41D9.1,tbc-18
Y24F12A.2,310,2690.fa,Y24F12A.2,Y24F12A.2,ragc-1
C02G6.3,137,2691.fa,C02G6.3,C02G6.3,C02G6.3
Y105E8A.9,795,2692.fa,Y105E8A.9,Y105E8A.9,apg-1
F26A3.6,252,2693.fa,F26A3.6,F26A3.6,del-3
F45G2.6,335,2694.fa,F45G2.6,F45G2.6,trf-1
Y76A2B.6,508,2695.fa,Y76A2B.6,Y76A2B.6,scav-2
C04C3.6,49,2696.fa,C04C3.6,C04C3.6,C04C3.6
C54D1.6,717,2697.fa,C54D1.6,C54D1.6,bar-1
C29A12.4,842,2698.fa,C29A12.4,C29A12.4,nrx-1
C42D8.1,201,2699.fa,C42D8.1,C42D8.1,C42D8.1
ZC8.3,530,269.fa,ZC8.3,ZC8.3,set-30
F56F3.5,248,26.fa,F56F3.5,F56F3.5,rps-1
R07G3.9,99,2700.fa,R07G3.9,R07G3.9,oig-4
C56A3.3,413,2701.fa,C56A3.3,C56A3.3,frpr-5
C06A8.2,379,2702.fa,C06A8.2,C06A8.2,snpc-1.1
K05F1.6,608,2703.fa,K05F1.6,K05F1.6,K05F1.6
ZC374.2,444,2704.fa,ZC374.2,ZC374.2,ZC374.2
F25H2.2,516,2705.fa,F25H2.2,F25H2.2,snx-27
C05D11.6,243,2706.fa,C05D11.6,C05D11.6,nas-4
C26D10.6,165,2707.fa,C26D10.6,C26D10.6,C26D10.6
T27D12.2,782,2708.fa,T27D12.2,T27D12.2,clh-1
C10H11.1,84,2709.fa,C10H11.1,C10H11.1,viln-1
C37C3.11,75,270.fa,C37C3.11,C37C3.11,C37C3.11
C06G3.1,392,2710.fa,C06G3.1,C06G3.1,nhr-105
Y40B1A.4,44,2711.fa,Y40B1A.4,Y40B1A.4,sptf-3
ZK1058.2,194,2712.fa,ZK1058.2,ZK1058.2,pat-3
B0464.8,238,2713.fa,B0464.8,B0464.8,tag-342
F35H8.6,454,2714.fa,F35H8.6,F35H8.6,ugt-58
ZK666.8,289,2715.fa,ZK666.8,ZK666.8,ZK666.8
C05E11.3,137,2716.fa,C05E11.3,C05E11.3,C05E11.3
C04E6.7,188,2717.fa,C04E6.7,C04E6.7,C04E6.7
Y15E3A.3,0,2718.fa,Y15E3A.3,Y15E3A.3,Y15E3A.3
Y67D8C.9,348,2719.fa,Y67D8C.9,Y67D8C.9,Y67D8C.9
F46H6.5,74,271.fa,F46H6.5,F46H6.5,F46H6.5
H42K12.1,399,2720.fa,H42K12.1,H42K12.1,pdk-1
T06E4.11,161,2721.fa,T06E4.11,T06E4.11,pqn-63
R17.3,212,2722.fa,R17.3,R17.3,sbsp-1
F08B12.3,1060,2723.fa,F08B12.3,F08B12.3,slo-2
F28F8.6,240,2724.fa,F28F8.6,F28F8.6,atx-3
F09G8.2,279,2725.fa,F09G8.2,F09G8.2,crn-7
JC8.10,553,2726.fa,JC8.10,JC8.10,unc-26
C25G4.5,1101,2727.fa,C25G4.5,C25G4.5,dpy-26
R04B3.3,459,2728.fa,R04B3.3,R04B3.3,R04B3.3
C56G2.4,357,2729.fa,C56G2.4,C56G2.4,C56G2.4
F21G4.6,1443,272.fa,F21G4.6,F21G4.6,F21G4.6
M01F1.3,353,2730.fa,M01F1.3,M01F1.3,lias-1
C07B5.6,121,2731.fa,C07B5.6,C07B5.6,C07B5.6
F02C12.1,758,2732.fa,F02C12.1,F02C12.1,F02C12.1
K10C8.2,198,2733.fa,K10C8.2,K10C8.2,frpr-15
T27A10.3,340,2734.fa,T27A10.3,T27A10.3,ckc-1
ZC116.3,2853,2735.fa,ZC116.3,ZC116.3,cubn-1
Y54F10AR.1,264,2736.fa,Y54F10AR.1,Y54F10AR.1,Y54F10AR.1
Y39E4B.8,195,2737.fa,Y39E4B.8,Y39E4B.8,zig-8
C44B7.3,326,2738.fa,C44B7.3,C44B7.3,aff-1
W01C9.3,311,2739.fa,W01C9.3,W01C9.3,pqn-73
R186.7,248,273.fa,R186.7,R186.7,pnn-1
F37A4.7,601,2740.fa,F37A4.7,F37A4.7,rbf-1
F32A5.3,513,2741.fa,F32A5.3,F32A5.3,ctsa-3.1
F31E8.2,414,2742.fa,F31E8.2,F31E8.2,snt-1
F26B1.7,215,2743.fa,F26B1.7,F26B1.7,let-381
F46F3.2,525,2744.fa,F46F3.2,F46F3.2,lgc-44
F44E2.4,1116,2745.fa,F44E2.4,F44E2.4,F44E2.4
Y48E1C.2,282,2746.fa,Y48E1C.2,Y48E1C.2,Y48E1C.2
T05F1.9,274,2747.fa,T05F1.9,T05F1.9,T05F1.9
C09G5.1,16,2748.fa,C09G5.1,C09G5.1,lgc-57
B0035.12,779,2749.fa,B0035.12,B0035.12,sart-3
F01D4.4,452,274.fa,F01D4.4,F01D4.4,egl-21
D1053.3,241,2750.fa,D1053.3,D1053.3,D1053.3
C14H10.3,683,2751.fa,C14H10.3,C14H10.3,C14H10.3
C02C2.1,365,2752.fa,C02C2.1,C02C2.1,tyr-1
Y53C12C.1,167,2753.fa,Y53C12C.1,Y53C12C.1,eyg-1
M01F1.4,782,2754.fa,M01F1.4,M01F1.4,M01F1.4
F17C8.4,190,2755.fa,F17C8.4,F17C8.4,ras-2
