file,brenneri,briggsae,doughertyi,elegans,inopinata,latens,nigoni,remanei,sinica,sp26,sp40,tropicalis,wallacei,kamaaina
1183.fa,12,2,1,3,5,0,0,3,1,2,1,5,2,8
757.fa,6,0,1,7,5,0,0,1,1,1,1,2,3,18
217.fa,4,3,3,2,5,0,0,0,5,5,2,4,3,11
1857.fa,10,0,3,2,5,0,1,0,0,2,2,1,3,19
2729.fa,5,2,2,9,5,0,1,0,2,1,5,5,5,6
1248.fa,0,0,3,8,5,1,0,0,1,1,0,18,0,12
125.fa,10,0,3,6,5,2,0,0,3,1,3,2,6,9
1838.fa,5,0,5,8,5,1,0,0,2,10,2,6,0,6
2342.fa,1,1,1,6,5,1,0,0,3,0,2,22,4,4
722.fa,3,1,6,9,5,1,0,1,3,1,2,5,2,11
209.fa,10,0,1,6,5,0,1,0,11,2,1,2,3,9
2297.fa,3,20,6,3,5,0,1,0,0,1,3,4,0,7
2710.fa,14,1,2,4,5,1,0,8,0,0,0,0,1,17
1791.fa,7,0,16,2,5,0,1,0,3,4,1,6,3,7
284.fa,8,1,2,3,5,0,25,0,0,0,0,2,3,6
1204.fa,4,2,3,3,5,2,0,27,1,0,1,4,2,2
1167.fa,1,1,1,2,5,1,0,0,1,0,1,0,0,45
1956.fa,3,1,4,0,5,1,0,27,1,2,3,0,12,0
1572.fa,11,1,2,20,5,1,1,4,2,1,1,3,1,18
794.fa,9,2,11,7,5,0,2,0,3,8,3,10,16,4
2095.fa,18,0,6,11,5,0,0,0,9,3,4,8,3,14
595.fa,7,1,5,5,5,0,0,1,9,2,5,3,4,38
2727.fa,18,0,13,6,5,0,1,1,5,3,9,2,9,32
1186.fa,1,0,5,86,5,0,0,0,0,1,2,2,0,3
2551.fa,0,0,0,0,4,0,0,0,0,0,0,0,0,1
775.fa,0,0,0,0,4,0,0,0,0,0,0,1,0,1
528.fa,1,0,0,1,4,0,0,0,0,0,0,0,0,1
948.fa,0,0,0,0,4,0,0,0,0,1,0,0,1,1
976.fa,0,0,0,1,4,0,0,0,1,0,0,0,0,1
1080.fa,1,0,0,0,4,0,0,0,0,0,0,0,1,2
192.fa,0,0,1,2,4,0,0,0,1,0,0,0,0,0
2148.fa,0,0,0,2,4,0,0,0,1,0,0,0,1,0
2372.fa,1,0,0,1,4,0,0,0,0,0,1,1,0,0
2571.fa,0,0,1,1,4,0,0,0,0,0,0,0,0,2
2665.fa,1,0,0,0,4,0,0,0,0,0,0,2,0,1
2786.fa,0,0,0,0,4,0,1,1,0,0,1,1,0,0
1024.fa,0,0,0,0,4,0,0,0,0,1,0,3,0,1
2007.fa,1,0,0,0,4,0,0,0,0,0,1,1,1,1
2396.fa,0,0,0,1,4,0,0,0,0,0,0,4,0,0
661.fa,1,0,0,2,4,1,0,0,0,0,0,1,0,0
106.fa,0,1,1,0,4,0,0,0,0,1,1,0,1,1
155.fa,0,1,0,0,4,0,0,0,1,0,0,1,1,2
2251.fa,0,0,0,1,4,0,1,1,0,1,0,1,0,1
2452.fa,0,0,0,0,4,0,0,0,0,0,0,5,0,1
108.fa,0,0,4,1,4,0,0,0,1,0,0,1,0,0
1232.fa,0,0,0,0,4,0,0,0,2,0,0,0,1,4
1592.fa,0,2,0,0,4,0,0,0,0,1,0,2,0,2
1735.fa,1,0,0,2,4,0,0,3,0,0,0,0,0,1
1827.fa,2,1,1,0,4,0,0,0,0,0,0,0,0,3
382.fa,0,0,0,2,4,0,0,0,0,1,0,1,0,3
689.fa,0,0,0,3,4,0,0,0,0,0,0,1,2,1
915.fa,0,0,1,2,4,0,0,0,0,0,1,0,0,3
921.fa,0,0,4,2,4,0,0,0,1,0,0,0,0,0
1196.fa,3,0,1,2,4,0,0,0,0,2,0,0,0,0
1520.fa,0,1,0,1,4,1,0,0,2,0,1,0,0,2
1672.fa,3,0,0,1,4,0,0,0,1,0,2,0,0,1
1699.fa,2,0,0,2,4,0,0,0,0,0,0,0,0,4
1876.fa,0,0,0,2,4,0,0,0,0,0,1,1,0,4
196.fa,0,0,0,0,4,0,0,0,8,0,0,0,0,0
2241.fa,4,0,1,1,4,0,0,0,0,0,0,0,1,1
2307.fa,0,0,0,3,4,1,1,0,1,0,0,0,0,2
281.fa,3,0,2,1,4,0,0,0,0,0,0,0,0,2
544.fa,0,0,0,0,4,1,0,0,1,0,0,0,0,6
636.fa,0,1,0,0,4,0,0,0,0,0,1,1,2,3
666.fa,0,0,5,1,4,0,0,0,0,0,0,0,0,2
853.fa,1,0,0,1,4,0,0,0,1,0,1,0,4,0
1109.fa,1,0,5,0,4,0,0,0,1,0,1,0,0,1
1884.fa,1,0,4,0,4,1,0,0,0,0,0,2,0,1
2019.fa,0,0,2,2,4,0,0,0,1,0,2,0,0,2
2044.fa,2,0,0,4,4,0,0,0,0,1,1,0,0,1
2683.fa,0,0,5,3,4,0,0,0,0,0,0,0,0,1
537.fa,0,0,0,1,4,0,0,3,1,2,0,1,0,1
1106.fa,0,0,0,0,4,0,0,0,0,0,0,3,1,6
1381.fa,2,0,1,0,4,0,1,0,0,0,1,1,0,4
1561.fa,2,0,1,0,4,0,0,0,0,1,2,2,1,1
1602.fa,0,0,2,0,4,0,0,0,0,1,0,1,0,6
1621.fa,0,1,1,1,4,0,1,1,2,0,0,2,0,1
1657.fa,0,0,5,0,4,0,0,0,1,1,0,1,0,2
1975.fa,0,0,0,1,4,0,0,0,0,0,1,4,2,2
2147.fa,0,0,1,0,4,0,0,0,0,1,1,0,0,7
2171.fa,0,0,1,0,4,0,0,0,1,1,1,0,2,4
2777.fa,1,0,3,1,4,0,0,1,0,1,0,3,0,0
44.fa,1,0,2,2,4,0,0,0,0,0,0,0,0,5
744.fa,2,0,1,3,4,0,0,0,1,0,2,0,0,1
244.fa,0,0,0,9,4,0,0,0,0,0,1,0,0,1
2552.fa,0,1,3,1,4,0,1,0,0,0,1,1,2,1
371.fa,0,0,2,3,4,0,0,0,0,0,2,0,1,3
394.fa,0,0,1,0,4,0,0,0,0,5,0,3,0,2
827.fa,0,0,0,3,4,0,0,1,0,0,0,0,0,7
966.fa,0,1,0,2,4,1,0,0,1,0,2,0,3,1
1005.fa,0,1,0,2,4,0,0,1,2,0,1,0,1,4
1041.fa,1,0,1,3,4,0,0,0,1,0,1,2,0,3
1223.fa,2,0,2,1,4,0,0,0,1,0,0,1,1,4
1234.fa,0,1,1,3,4,0,0,0,0,1,1,0,1,4
1303.fa,2,0,0,4,4,0,0,1,0,1,0,1,0,3
1625.fa,0,0,0,2,4,0,5,0,0,0,0,1,3,1
186.fa,7,1,2,0,4,0,1,0,0,0,0,0,0,1
2187.fa,2,1,0,5,4,0,0,1,0,1,0,1,0,1
2240.fa,0,0,1,5,4,0,0,4,0,1,0,0,0,1
502.fa,1,0,2,3,4,0,0,0,1,1,1,0,0,3
51.fa,0,0,2,2,4,0,0,0,1,0,1,3,0,3
640.fa,0,0,2,0,4,0,0,1,0,0,0,2,0,7
1260.fa,0,0,1,3,4,0,1,1,2,0,0,0,3,2
1630.fa,1,0,0,3,4,1,0,1,2,1,0,3,0,1
180.fa,0,3,3,1,4,0,0,0,1,1,3,1,0,0
2170.fa,3,0,4,1,4,0,0,0,0,0,0,0,2,3
2405.fa,0,0,1,1,4,0,1,0,1,0,1,6,0,2
2617.fa,10,0,0,0,4,0,0,0,0,0,0,2,1,0
2707.fa,2,0,0,0,4,0,0,0,0,0,1,2,3,5
997.fa,3,0,0,1,4,1,0,1,2,0,0,3,0,2
1217.fa,2,0,0,3,4,0,0,0,0,1,2,1,2,3
169.fa,3,0,1,1,4,0,0,0,2,2,2,0,0,3
2441.fa,0,2,1,4,4,0,0,0,0,0,0,1,0,6
2535.fa,2,0,2,0,4,0,0,0,0,1,2,0,0,7
322.fa,3,0,5,1,4,0,0,0,2,0,0,3,0,0
501.fa,0,1,0,1,4,0,1,0,4,0,1,0,0,6
627.fa,0,0,5,2,4,0,0,0,2,2,3,0,0,0
677.fa,1,1,1,3,4,0,0,0,1,0,2,2,0,3
695.fa,2,0,1,4,4,0,0,0,1,1,1,1,1,2
769.fa,1,0,0,1,4,5,0,0,0,0,1,2,2,2
1008.fa,0,0,0,0,4,0,0,0,0,0,0,3,3,9
1142.fa,0,1,0,1,4,0,0,0,0,0,0,0,1,12
220.fa,0,0,0,4,4,1,0,0,1,0,0,0,0,9
2252.fa,1,0,1,3,4,0,0,0,1,1,1,2,2,3
2788.fa,1,0,2,3,4,0,0,0,0,1,2,0,1,5
488.fa,1,0,1,2,4,0,0,0,0,0,1,3,0,7
499.fa,0,0,2,3,4,0,0,0,0,0,0,2,0,8
1343.fa,0,0,11,2,4,0,0,0,0,0,0,2,1,0
1515.fa,0,0,0,0,4,0,12,0,0,0,0,0,0,4
1660.fa,2,1,0,2,4,0,8,0,0,0,0,0,0,3
2168.fa,4,0,0,3,4,0,3,0,4,0,0,2,0,0
2425.fa,4,0,2,2,4,0,0,0,1,0,2,0,0,5
2545.fa,0,0,13,0,4,0,0,0,0,0,0,0,0,3
2611.fa,0,1,0,2,4,1,0,0,0,0,1,2,0,9
423.fa,0,0,0,1,4,0,0,0,0,0,0,14,0,1
1098.fa,0,0,10,3,4,0,1,0,0,0,0,0,1,2
1199.fa,0,0,0,0,4,0,14,0,0,0,0,0,0,3
1682.fa,1,0,2,2,4,1,0,0,0,4,2,1,0,4
1715.fa,0,0,0,1,4,1,0,0,2,1,1,11,0,0
625.fa,2,1,0,1,4,1,0,0,1,0,3,0,0,8
1122.fa,3,1,1,4,4,0,2,1,1,0,0,1,0,4
310.fa,0,1,0,3,4,0,1,2,0,1,1,0,0,9
431.fa,0,0,1,1,4,0,1,0,0,1,0,2,0,12
460.fa,8,0,2,2,4,0,1,0,0,0,0,1,0,4
1145.fa,1,0,0,4,4,0,1,0,2,0,0,1,3,7
1180.fa,0,2,6,4,4,0,4,0,0,0,0,2,0,1
1380.fa,5,2,2,2,4,0,0,0,0,0,2,0,1,5
1936.fa,1,0,2,2,4,0,0,0,0,0,0,0,0,14
2608.fa,1,3,1,2,4,0,1,0,0,1,4,1,0,5
2775.fa,1,0,2,3,4,0,0,0,2,1,3,2,1,4
2781.fa,2,1,1,3,4,0,0,0,0,1,3,1,0,7
424.fa,2,0,3,2,4,0,0,0,1,0,0,4,4,3
532.fa,3,0,6,0,4,0,0,0,1,2,1,2,2,2
949.fa,4,0,2,1,4,0,0,1,1,0,3,1,1,5
1512.fa,1,0,2,5,4,0,0,0,0,0,1,1,0,10
1654.fa,1,2,2,1,4,1,0,0,7,0,1,0,1,4
1775.fa,5,2,0,3,4,0,0,1,0,0,1,2,1,5
226.fa,0,0,0,4,4,0,0,0,2,0,5,0,0,9
2555.fa,5,0,1,3,4,0,0,0,0,0,0,0,2,9
2713.fa,1,0,2,3,4,1,0,0,0,0,1,3,0,9
2792.fa,0,0,1,4,4,0,9,1,0,0,2,1,0,2
475.fa,0,2,4,0,4,1,0,1,0,1,1,6,1,3
892.fa,2,0,2,2,4,1,0,0,0,0,0,0,2,11
981.fa,0,0,0,6,4,0,0,0,3,0,1,5,3,2
1189.fa,1,1,1,6,4,0,0,0,0,1,2,4,0,5
131.fa,4,0,1,3,4,2,0,2,0,1,1,1,0,6
1649.fa,2,1,0,0,4,0,6,0,6,0,1,0,1,4
1670.fa,2,0,3,4,4,0,0,0,9,0,1,0,2,0
1769.fa,5,0,2,3,4,2,0,0,1,0,1,0,0,7
2128.fa,0,1,2,2,4,0,1,4,2,0,0,8,1,0
2253.fa,1,2,3,4,4,0,0,0,0,0,2,4,0,5
1428.fa,1,0,0,2,4,3,0,2,4,0,1,1,0,8
145.fa,6,1,0,4,4,0,2,1,0,0,0,1,2,5
1799.fa,1,0,0,5,4,0,1,1,1,0,1,4,0,8
2216.fa,2,0,1,1,4,0,0,0,0,0,0,0,0,18
2746.fa,1,2,1,6,4,0,0,0,1,2,3,2,1,3
123.fa,1,1,1,3,4,1,0,0,2,4,4,0,2,4
1379.fa,0,0,1,15,4,0,0,0,1,0,3,2,0,1
1717.fa,3,0,13,2,4,0,0,0,1,0,0,3,1,0
1766.fa,0,0,2,1,4,0,0,14,1,0,2,0,0,3
184.fa,0,0,1,3,4,3,1,0,0,0,1,2,2,10
1889.fa,2,0,2,3,4,0,0,1,6,2,0,5,0,2
1932.fa,3,3,1,3,4,1,2,0,0,1,2,2,0,5
1779.fa,2,1,1,3,4,0,0,0,3,3,0,6,2,3
1850.fa,2,1,1,6,4,0,0,0,0,1,1,1,1,10
1902.fa,2,1,1,1,4,0,2,0,1,2,1,6,2,5
808.fa,3,1,3,2,4,2,0,0,1,2,3,0,1,6
91.fa,3,4,3,4,4,1,0,0,2,0,1,1,2,3
938.fa,0,1,4,2,4,0,1,0,2,0,3,1,1,9
1114.fa,6,0,2,3,4,0,1,0,4,0,2,0,1,6
2256.fa,0,1,2,3,4,0,4,0,0,0,0,9,2,4
2411.fa,2,0,0,2,4,0,0,0,1,0,0,17,0,3
1014.fa,4,0,3,1,4,0,1,0,0,4,7,2,0,4
2213.fa,4,0,0,7,4,0,0,0,0,2,0,2,1,10
273.fa,7,0,5,0,4,0,0,2,0,0,4,0,0,8
9.fa,1,0,0,15,4,2,0,0,1,0,1,1,0,5
69.fa,1,1,3,4,4,0,0,0,12,2,2,1,0,1
1913.fa,0,0,0,3,4,0,1,0,0,5,2,1,2,14
1040.fa,3,0,4,3,4,0,0,0,2,0,4,6,6,1
1619.fa,3,1,1,2,4,0,0,0,1,3,2,11,0,5
534.fa,1,0,3,5,4,9,0,0,2,1,2,1,1,4
117.fa,3,0,3,8,4,0,0,0,0,1,1,2,1,11
1373.fa,2,4,10,1,4,0,1,1,2,0,1,1,0,8
2495.fa,0,1,1,1,4,18,0,0,0,0,1,0,0,10
1947.fa,4,1,2,2,4,0,0,1,0,0,0,1,1,21
979.fa,5,2,9,3,4,0,0,0,2,0,2,3,1,6
1860.fa,4,1,0,1,4,24,0,0,0,0,0,0,0,4
1963.fa,16,0,0,4,4,0,0,1,12,1,0,0,0,0
1316.fa,2,1,6,6,4,2,1,2,0,2,3,4,1,5
1733.fa,5,0,4,13,4,0,0,0,3,4,1,2,0,3
547.fa,7,0,1,4,4,0,13,0,2,1,0,2,0,5
960.fa,11,0,7,5,4,0,3,0,1,1,4,0,1,2
1407.fa,3,0,1,2,4,14,0,0,1,0,1,5,0,9
1849.fa,3,0,1,8,4,0,0,1,1,0,1,4,0,17
2074.fa,4,2,2,3,4,0,2,1,1,13,3,0,0,5
2701.fa,18,1,2,1,4,0,1,0,0,0,1,0,0,12
2784.fa,0,1,0,3,4,0,0,0,14,0,1,1,0,16
187.fa,3,1,3,5,4,0,1,0,1,2,1,6,7,7
1927.fa,9,1,2,7,4,0,1,0,15,0,1,1,0,0
2236.fa,11,1,4,4,4,0,1,1,1,2,4,4,1,4
1345.fa,0,2,0,2,4,15,0,0,1,1,1,8,0,9
1810.fa,2,1,3,5,4,1,3,0,3,2,12,2,0,5
2017.fa,2,0,2,2,4,0,0,1,0,0,0,2,0,30
368.fa,0,0,0,1,4,0,0,1,10,1,5,16,0,5
2349.fa,1,0,0,2,4,1,0,1,27,0,2,5,0,2
242.fa,4,0,8,10,4,1,0,0,3,0,1,3,1,10
98.fa,1,0,1,30,4,0,0,1,0,0,0,0,0,10
2090.fa,3,0,5,4,4,0,0,1,9,2,4,1,3,13
100.fa,21,1,1,1,4,0,0,0,1,1,2,4,0,14
1731.fa,4,0,1,7,4,0,0,0,4,2,1,1,5,22
2681.fa,27,2,3,5,4,1,0,0,0,0,1,1,1,6
1922.fa,1,2,0,3,4,1,0,0,3,24,0,0,3,11
524.fa,4,0,2,7,4,1,1,2,8,0,5,6,5,7
932.fa,1,0,2,7,4,0,0,1,0,0,11,13,4,9
165.fa,2,2,2,11,4,1,2,1,2,0,1,5,0,21
1777.fa,5,0,4,5,4,0,0,1,1,4,0,6,6,18
2547.fa,36,0,2,7,4,0,1,0,0,1,1,0,2,1
1016.fa,3,3,1,3,4,0,1,1,28,1,0,9,0,2
2362.fa,2,1,1,10,4,0,0,0,1,1,3,1,0,32
2525.fa,0,2,3,1,4,8,5,1,0,2,3,18,2,9
360.fa,11,0,2,6,4,2,0,2,5,2,0,14,6,4
2101.fa,4,1,1,3,4,0,4,0,1,0,2,14,11,14
1785.fa,2,0,6,4,4,0,0,22,1,1,1,9,3,8
1685.fa,11,1,4,5,4,2,0,3,7,0,1,10,0,14
2772.fa,47,0,2,2,4,0,0,0,3,5,0,1,0,2
1896.fa,9,1,3,5,4,0,0,1,1,5,4,3,2,33
1272.fa,2,0,7,32,4,0,2,1,23,1,0,14,2,8
1182.fa,4,1,2,83,4,0,0,0,1,1,1,0,1,3
1055.fa,0,0,0,0,3,0,0,0,0,0,0,0,0,2
1203.fa,0,0,0,0,3,0,1,0,0,0,0,0,1,0
1526.fa,1,0,0,0,3,0,0,0,0,1,0,0,0,1
1603.fa,0,0,0,0,3,2,0,0,0,0,1,0,0,0
20.fa,0,0,0,2,3,0,0,0,0,0,1,0,0,0
2054.fa,0,1,0,1,3,0,0,0,0,0,1,0,0,0
2755.fa,1,0,0,1,3,0,0,0,0,0,1,0,0,0
586.fa,0,0,0,1,3,0,0,0,0,1,0,1,0,0
961.fa,0,0,0,0,3,0,0,0,0,0,1,0,0,2
1043.fa,2,0,0,0,3,0,0,0,0,0,0,0,0,2
1235.fa,0,0,0,1,3,0,1,0,1,0,0,1,0,0
14.fa,1,0,0,0,3,0,0,0,0,0,1,1,1,0
151.fa,0,0,0,0,3,0,2,0,0,0,0,1,1,0
1716.fa,0,0,1,1,3,0,0,0,0,0,0,1,0,1
2117.fa,1,0,0,0,3,0,0,0,0,0,0,0,0,3
2318.fa,0,0,1,0,3,0,0,0,0,0,1,0,0,2
2778.fa,0,1,0,2,3,0,0,0,1,0,0,0,0,0
2790.fa,1,0,0,0,3,1,0,0,1,1,0,0,0,0
1091.fa,0,0,0,0,3,0,0,0,0,0,2,1,2,0
1470.fa,0,0,1,0,3,0,0,0,0,0,3,0,0,1
2143.fa,2,1,1,0,3,0,0,0,0,0,0,0,0,1
312.fa,1,0,0,0,3,0,0,0,0,0,0,0,1,3
446.fa,0,0,0,0,3,0,0,1,1,0,3,0,0,0
947.fa,0,0,1,0,3,0,3,0,1,0,0,0,0,0
149.fa,0,0,0,2,3,0,0,0,0,0,0,0,1,3
2341.fa,0,0,4,1,3,0,0,0,0,0,0,0,1,0
264.fa,1,1,0,0,3,0,1,0,0,0,0,0,0,3
2716.fa,2,0,0,2,3,0,1,0,0,0,0,0,0,1
671.fa,0,0,0,2,3,0,0,0,0,0,0,0,0,4
1020.fa,0,1,1,1,3,1,0,0,0,0,0,1,0,2
1229.fa,1,0,0,3,3,1,0,0,0,1,0,1,0,0
1353.fa,0,0,0,3,3,0,0,0,0,0,0,0,1,3
171.fa,0,0,1,3,3,0,0,0,1,0,0,0,1,1
2088.fa,1,1,0,2,3,0,0,0,1,0,1,0,1,0
2166.fa,1,1,0,2,3,1,0,0,0,0,0,0,0,2
2438.fa,1,0,1,1,3,0,0,0,2,0,0,0,1,1
2450.fa,1,0,0,2,3,0,0,0,0,1,0,1,1,1
2706.fa,0,1,2,1,3,0,0,0,0,0,0,1,1,1
508.fa,0,0,0,2,3,4,0,0,0,0,1,0,0,0
516.fa,0,1,0,2,3,0,0,0,0,0,1,0,0,3
552.fa,0,1,0,0,3,0,0,0,1,0,1,0,1,3
1068.fa,0,0,0,0,3,0,0,1,0,0,0,0,1,6
1124.fa,0,0,0,0,3,1,0,0,0,0,1,0,0,6
1505.fa,1,1,1,2,3,0,0,0,1,0,0,1,0,1
1567.fa,0,2,1,0,3,0,0,0,0,0,2,0,0,3
1573.fa,0,0,0,2,3,0,0,0,0,1,1,0,0,4
1675.fa,0,0,2,1,3,0,0,0,1,1,0,2,0,1
1767.fa,0,0,0,1,3,0,0,0,0,0,1,2,3,1
38.fa,0,0,1,3,3,0,0,0,0,0,0,0,0,4
644.fa,0,0,2,2,3,0,0,0,0,0,0,0,1,3
883.fa,0,0,1,1,3,0,0,0,0,0,0,2,2,2
884.fa,2,0,2,1,3,0,1,0,0,0,0,1,0,1
1599.fa,1,0,0,0,3,0,0,2,0,2,0,1,0,3
1609.fa,0,0,2,0,3,0,0,0,0,1,2,0,0,4
2055.fa,0,0,1,1,3,0,0,0,0,0,0,0,0,7
206.fa,2,1,0,0,3,0,1,0,0,0,1,2,0,2
2159.fa,0,0,0,1,3,1,0,0,0,0,0,2,1,4
2410.fa,0,1,2,3,3,1,0,1,0,0,0,0,0,1
2476.fa,1,1,0,2,3,0,0,1,1,1,0,0,0,2
2509.fa,1,0,0,1,3,0,2,0,0,0,1,0,2,2
1006.fa,1,0,0,2,3,0,1,1,0,1,0,1,0,3
1083.fa,0,0,0,0,3,1,0,0,0,0,0,0,1,8
1541.fa,0,0,1,4,3,0,0,0,2,1,0,1,0,1
1563.fa,1,0,1,1,3,0,0,0,0,0,1,0,2,4
1633.fa,1,0,0,4,3,0,0,0,0,0,0,1,0,4
2085.fa,0,0,0,3,3,1,1,0,0,1,1,0,1,2
2642.fa,2,1,4,0,3,0,0,0,0,0,0,1,0,2
813.fa,0,0,1,1,3,0,0,0,0,0,1,4,0,3
902.fa,0,1,1,0,3,0,0,0,0,2,0,5,0,1
1021.fa,1,1,1,2,3,0,0,1,0,0,2,0,1,2
1130.fa,2,0,1,0,3,1,1,0,0,1,0,1,0,4
1289.fa,0,1,0,4,3,1,0,0,2,0,0,1,0,2
1571.fa,0,0,0,0,3,0,0,0,6,1,0,0,0,4
1998.fa,2,1,0,6,3,0,0,0,0,0,0,1,0,1
204.fa,0,0,1,0,3,1,0,0,0,0,0,0,1,8
2181.fa,3,0,2,0,3,0,0,0,1,0,0,1,2,2
364.fa,0,0,0,0,3,0,0,0,0,0,0,11,0,0
567.fa,2,1,2,1,3,0,0,0,0,0,1,1,2,1
67.fa,0,0,2,2,3,2,0,0,0,2,0,1,1,1
758.fa,0,0,1,3,3,2,0,0,0,0,0,0,1,4
1597.fa,3,0,1,0,3,0,0,0,3,1,3,0,0,1
1620.fa,2,0,1,3,3,1,0,1,1,1,1,0,1,0
1645.fa,0,0,0,2,3,1,1,0,0,1,1,2,1,3
1763.fa,0,0,0,3,3,0,0,0,2,0,1,0,0,6
1823.fa,1,0,0,0,3,0,0,0,0,1,0,2,3,5
2039.fa,0,0,0,2,3,0,0,0,0,0,0,0,0,10
2292.fa,1,1,1,2,3,0,0,0,0,0,0,1,0,6
327.fa,0,2,2,1,3,0,0,0,1,0,0,0,0,6
338.fa,0,0,0,0,3,0,0,0,1,0,0,0,1,10
355.fa,0,0,0,5,3,0,0,0,0,0,0,1,3,3
578.fa,0,0,7,1,3,0,0,0,0,0,3,1,0,0
753.fa,3,1,0,1,3,0,1,0,1,3,1,0,0,1
1742.fa,4,0,1,2,3,1,0,2,0,0,0,0,1,2
1879.fa,0,0,0,0,3,0,0,0,0,0,0,11,0,2
2210.fa,1,0,0,4,3,1,0,0,0,3,0,0,1,3
2247.fa,2,2,0,0,3,0,0,0,1,1,0,1,0,6
2285.fa,0,1,5,2,3,0,0,0,0,0,2,0,0,3
275.fa,1,0,0,1,3,0,0,0,1,0,0,7,1,2
283.fa,5,0,1,3,3,0,0,1,0,0,0,0,0,3
299.fa,0,0,1,1,3,1,1,0,0,0,0,3,1,5
914.fa,1,0,1,0,3,2,0,2,0,0,0,0,0,7
1293.fa,0,0,0,1,3,1,0,0,0,1,0,0,2,9
1459.fa,0,0,0,1,3,0,0,0,0,0,10,0,0,3
1480.fa,1,1,1,4,3,1,0,0,0,0,0,0,0,6
1736.fa,0,6,1,2,3,0,0,0,0,0,0,4,0,1
2048.fa,1,0,2,2,3,0,0,1,0,0,0,5,0,3
2316.fa,1,0,0,2,3,0,1,0,2,1,0,7,0,0
2407.fa,1,0,3,4,3,0,0,1,0,0,3,0,0,2
2498.fa,2,0,0,3,3,0,0,0,0,1,1,0,0,7
1646.fa,0,0,0,3,3,1,1,0,0,1,4,1,2,2
1939.fa,1,0,0,2,3,0,0,0,0,0,0,0,1,11
2406.fa,1,0,0,2,3,0,1,0,0,0,3,7,0,1
867.fa,3,0,3,0,3,0,0,0,0,1,5,1,0,2
1222.fa,0,0,0,2,3,0,0,0,0,0,1,0,1,12
1983.fa,1,0,0,5,3,0,0,0,1,0,1,2,0,6
2387.fa,0,0,0,11,3,1,0,0,0,0,0,1,0,3
2759.fa,6,0,2,1,3,0,0,0,1,0,0,3,1,2
1404.fa,1,1,0,1,3,0,0,0,0,0,0,6,1,7
1549.fa,3,0,1,1,3,0,0,0,0,0,1,4,2,5
1761.fa,1,0,1,3,3,0,0,0,0,1,0,3,2,6
1881.fa,0,0,3,2,3,0,0,0,2,2,5,2,0,1
2201.fa,0,0,3,0,3,0,0,0,14,0,0,0,0,0
2268.fa,0,0,2,5,3,1,0,0,0,0,1,0,2,6
2334.fa,5,2,2,1,3,0,0,0,0,1,0,0,0,6
250.fa,0,0,0,2,3,0,0,0,0,0,2,2,1,10
2743.fa,3,0,2,1,3,0,0,0,0,2,0,3,2,4
622.fa,1,0,2,1,3,0,0,0,1,0,0,6,2,4
1009.fa,11,0,1,1,3,0,0,0,2,0,1,0,1,1
1948.fa,2,0,0,9,3,1,0,0,1,0,4,0,1,0
2758.fa,2,0,1,0,3,1,0,0,1,1,4,2,4,2
477.fa,2,2,1,2,3,0,0,1,0,0,1,1,1,7
598.fa,0,0,11,0,3,0,0,0,0,0,0,2,3,2
729.fa,5,0,0,0,3,3,0,3,1,0,3,1,0,2
126.fa,0,1,0,5,3,0,0,0,1,0,1,4,2,5
1568.fa,0,0,0,2,3,1,0,0,2,1,2,2,2,7
1787.fa,0,1,3,3,3,0,2,0,3,2,0,2,2,1
2158.fa,13,0,2,0,3,0,0,0,0,2,0,1,0,1
2352.fa,0,0,3,7,3,0,0,0,1,2,2,0,2,2
314.fa,8,0,2,1,3,0,0,0,0,0,0,0,0,8
344.fa,2,0,2,0,3,0,0,0,1,0,0,0,0,14
357.fa,5,0,4,3,3,1,0,1,1,0,0,0,0,4
63.fa,2,0,2,3,3,0,0,0,1,1,1,2,3,4
776.fa,0,1,1,5,3,1,1,0,8,0,2,0,0,0
858.fa,6,2,2,1,3,0,0,0,0,2,1,0,1,4
198.fa,7,2,0,4,3,0,0,0,0,0,1,3,1,2
2229.fa,2,0,4,0,3,0,0,0,4,0,3,3,1,3
2262.fa,0,0,2,3,3,0,1,0,1,2,2,2,4,3
2353.fa,13,0,1,0,3,1,0,0,0,0,0,1,0,4
491.fa,1,1,2,0,3,0,0,7,0,1,1,4,1,2
64.fa,1,0,0,2,3,0,0,0,0,0,1,1,1,14
643.fa,2,0,1,1,3,0,0,0,4,2,1,0,1,8
780.fa,5,0,2,1,3,0,0,0,3,0,2,3,1,3
1267.fa,2,0,0,4,3,0,0,1,0,1,12,0,0,1
1532.fa,1,0,1,4,3,0,0,1,1,0,0,0,4,9
1600.fa,0,2,0,0,3,0,1,1,1,2,0,0,1,13
1875.fa,3,0,1,3,3,0,0,0,5,0,1,0,0,8
1982.fa,1,0,2,11,3,0,0,0,0,2,0,0,1,4
307.fa,0,0,1,5,3,0,0,0,0,0,5,1,0,9
1423.fa,0,2,1,1,3,1,1,0,0,2,0,1,5,8
146.fa,1,1,0,2,3,0,2,1,0,1,6,2,0,6
1798.fa,5,0,0,3,3,0,0,0,2,0,9,2,0,1
1942.fa,4,0,1,5,3,0,0,0,2,1,1,2,0,6
2287.fa,2,0,1,2,3,0,12,0,0,1,1,0,0,3
260.fa,12,0,1,2,3,0,0,0,0,0,1,1,0,5
756.fa,7,0,1,4,3,0,0,0,0,1,1,4,2,2
1607.fa,4,0,7,5,3,1,0,2,0,0,0,1,0,3
