file	brenneri	briggsae	doughertyi	elegans	inopinata	latens	nigoni	remanei	sinica	sp26	sp40	tropicalis	wallacei	kamaaina	elegans_gene_id	prot_length	elegans_gene_id.1	Your.Input	Public.Name	brenneri_fra	briggsae_fra	doughertyi_fra	elegans_fra	inopinata_fra	latens_fra	nigoni_fra	remanei_fra	sinica_fra	sp26_fra	sp40_fra	tropicalis_fra	wallacei_fra	kamaaina_fra	mean_spsp_aa	brenneri_spsp_over_mean	briggsae_spsp_over_mean	doughertyi_spsp_over_mean	elegans_spsp_over_mean	inopinata_spsp_over_mean	latens_spsp_over_mean	nigoni_spsp_over_mean	remanei_spsp_over_mean	sinica_spsp_over_mean	sp26_spsp_over_mean	sp40_spsp_over_mean	tropicalis_spsp_over_mean	wallacei_spsp_over_mean	kamaaina_spsp_over_mean	high_inop_spsp
1050.fa	1	0	0	10	5	0	0	0	0	0	0	1	2	0	T19C3.2	193	T19C3.2	T19C3.2	T19C3.2	0.00518134715025907	0	0	0.0518134715025907	0.0259067357512953	0	0	0	0	0	0	0.00518134715025907	0.0103626943005181	0	1.35714285714286	0.736842105263158	0	0	7.36842105263158	3.68421052631579	0	0	0	0	0	0	0.736842105263158	1.47368421052632	0	FALSE
1051.fa	0	1	2	3	1	0	0	0	0	1	2	2	3	1	Y43F8C.8	94	Y43F8C.8	Y43F8C.8	mrps-28	0	0.0106382978723404	0.0212765957446809	0.0319148936170213	0.0106382978723404	0	0	0	0	0.0106382978723404	0.0212765957446809	0.0212765957446809	0.0319148936170213	0.0106382978723404	1.14285714285714	0	0.875	1.75	2.625	0.875	0	0	0	0	0.875	1.75	1.75	2.625	0.875	FALSE
1052.fa	3	2	2	8	23	0	4	1	2	1	7	3	2	7	C05D10.3	484	C05D10.3	C05D10.3	wht-1	0.00619834710743802	0.00413223140495868	0.00413223140495868	0.0165289256198347	0.0475206611570248	0	0.00826446280991736	0.00206611570247934	0.00413223140495868	0.00206611570247934	0.0144628099173554	0.00619834710743802	0.00413223140495868	0.0144628099173554	4.64285714285714	0.646153846153846	0.430769230769231	0.430769230769231	1.72307692307692	4.95384615384615	0	0.861538461538461	0.215384615384615	0.430769230769231	0.215384615384615	1.50769230769231	0.646153846153846	0.430769230769231	1.50769230769231	FALSE
1053.fa	0	0	1	1	9	1	1	2	0	0	0	2	0	7	F49E10.2	528	F49E10.2	F49E10.2	F49E10.2	0	0	0.00189393939393939	0.00189393939393939	0.0170454545454545	0.00189393939393939	0.00189393939393939	0.00378787878787879	0	0	0	0.00378787878787879	0	0.0132575757575758	1.71428571428571	0	0	0.583333333333333	0.583333333333333	5.25	0.583333333333333	0.583333333333333	1.16666666666667	0	0	0	1.16666666666667	0	4.08333333333333	FALSE
1054.fa	4	0	0	0	1	1	0	0	0	0	0	0	1	3	ZK682.7	122	ZK682.7	ZK682.7	ZK682.7	0.0327868852459016	0	0	0	0.00819672131147541	0.00819672131147541	0	0	0	0	0	0	0.00819672131147541	0.0245901639344262	0.714285714285714	5.6	0	0	0	1.4	1.4	0	0	0	0	0	0	1.4	4.2	FALSE
1055.fa	0	0	0	0	3	0	0	0	0	0	0	0	0	2	B0198.2	96	B0198.2	B0198.2	B0198.2	0	0	0	0	0.03125	0	0	0	0	0	0	0	0	0.0208333333333333	0.357142857142857	0	0	0	0	8.4	0	0	0	0	0	0	0	0	5.6	FALSE
1056.fa	0	0	0	2	10	0	0	0	0	0	0	16	0	6	F19H6.2	278	F19H6.2	F19H6.2	glb-13	0	0	0	0.00719424460431655	0.0359712230215827	0	0	0	0	0	0	0.0575539568345324	0	0.0215827338129496	2.42857142857143	0	0	0	0.823529411764706	4.11764705882353	0	0	0	0	0	0	6.58823529411765	0	2.47058823529412	FALSE
1057.fa	3	1	5	3	11	0	2	0	26	1	4	1	0	2	W01C8.6	508	W01C8.6	W01C8.6	cat-1	0.00590551181102362	0.00196850393700787	0.00984251968503937	0.00590551181102362	0.0216535433070866	0	0.00393700787401575	0	0.0511811023622047	0.00196850393700787	0.0078740157480315	0.00196850393700787	0	0.00393700787401575	4.21428571428571	0.711864406779661	0.23728813559322	1.1864406779661	0.711864406779661	2.61016949152542	0	0.474576271186441	0	6.16949152542373	0.23728813559322	0.949152542372881	0.23728813559322	0	0.474576271186441	FALSE
1058.fa	2	2	0	5	6	0	0	2	1	2	0	0	0	0	C25F6.7	304	C25F6.7	C25F6.7	itm-2	0.00657894736842105	0.00657894736842105	0	0.0164473684210526	0.0197368421052632	0	0	0.00657894736842105	0.00328947368421053	0.00657894736842105	0	0	0	0	1.42857142857143	1.4	1.4	0	3.5	4.2	0	0	1.4	0.7	1.4	0	0	0	0	FALSE
1059.fa	0	0	1	2	2	0	0	0	0	1	1	0	0	0	B0302.5	104	B0302.5	B0302.5	B0302.5	0	0	0.00961538461538462	0.0192307692307692	0.0192307692307692	0	0	0	0	0.00961538461538462	0.00961538461538462	0	0	0	0.5	0	0	2	4	4	0	0	0	0	2	2	0	0	0	FALSE
106.fa	0	1	1	0	4	0	0	0	0	1	1	0	1	1	C11H1.9	299	C11H1.9	C11H1.9	C11H1.9	0	0.00334448160535117	0.00334448160535117	0	0.0133779264214047	0	0	0	0	0.00334448160535117	0.00334448160535117	0	0.00334448160535117	0.00334448160535117	0.714285714285714	0	1.4	1.4	0	5.6	0	0	0	0	1.4	1.4	0	1.4	1.4	FALSE
1060.fa	1	0	2	4	22	0	0	1	0	2	1	2	5	11	C14F11.4	353	C14F11.4	C14F11.4	C14F11.4	0.0028328611898017	0	0.0056657223796034	0.0113314447592068	0.0623229461756374	0	0	0.0028328611898017	0	0.0056657223796034	0.0028328611898017	0.0056657223796034	0.0141643059490085	0.0311614730878187	3.64285714285714	0.274509803921569	0	0.549019607843137	1.09803921568627	6.03921568627451	0	0	0.274509803921569	0	0.549019607843137	0.274509803921569	0.549019607843137	1.37254901960784	3.01960784313725	TRUE
1061.fa	6	1	2	16	25	0	0	1	0	1	10	5	0	3	T26C5.2	498	T26C5.2	T26C5.2	T26C5.2	0.0120481927710843	0.00200803212851406	0.00401606425702811	0.0321285140562249	0.0502008032128514	0	0	0.00200803212851406	0	0.00200803212851406	0.0200803212851406	0.0100401606425703	0	0.00602409638554217	5	1.2	0.2	0.4	3.2	5	0	0	0.2	0	0.2	2	1	0	0.6	FALSE
1062.fa	9	1	1	1	1	1	0	0	2	0	3	0	1	3	T27A10.2	211	T27A10.2	T27A10.2	T27A10.2	0.042654028436019	0.004739336492891	0.004739336492891	0.004739336492891	0.004739336492891	0.004739336492891	0	0	0.00947867298578199	0	0.014218009478673	0	0.004739336492891	0.014218009478673	1.64285714285714	5.47826086956522	0.608695652173913	0.608695652173913	0.608695652173913	0.608695652173913	0.608695652173913	0	0	1.21739130434783	0	1.82608695652174	0	0.608695652173913	1.82608695652174	FALSE
1063.fa	0	0	0	0	2	1	0	0	0	0	0	1	1	2	T06D8.5	109	T06D8.5	T06D8.5	cox-15	0	0	0	0	0.018348623853211	0.00917431192660551	0	0	0	0	0	0.00917431192660551	0.00917431192660551	0.018348623853211	0.5	0	0	0	0	4	2	0	0	0	0	0	2	2	4	FALSE
1064.fa	3	1	6	27	29	0	1	4	7	8	1	5	10	44	C54D1.5	1633	C54D1.5	C54D1.5	lam-2	0.00183710961420698	0.000612369871402327	0.00367421922841396	0.0165339865278628	0.0177587262706675	0	0.000612369871402327	0.00244947948560931	0.00428658909981629	0.00489895897121862	0.000612369871402327	0.00306184935701163	0.00612369871402327	0.0269442743417024	10.4285714285714	0.287671232876712	0.0958904109589041	0.575342465753425	2.58904109589041	2.78082191780822	0	0.0958904109589041	0.383561643835616	0.671232876712329	0.767123287671233	0.0958904109589041	0.479452054794521	0.958904109589041	4.21917808219178	FALSE
1065.fa	2	0	5	4	6	0	0	1	0	0	1	19	0	2	T28D6.5	169	T28D6.5	T28D6.5	T28D6.5	0.0118343195266272	0	0.029585798816568	0.0236686390532544	0.0355029585798817	0	0	0.00591715976331361	0	0	0.00591715976331361	0.112426035502959	0	0.0118343195266272	2.85714285714286	0.7	0	1.75	1.4	2.1	0	0	0.35	0	0	0.35	6.65	0	0.7	FALSE
1066.fa	1	1	0	2	5	0	1	0	1	0	0	0	1	3	C12D12.5	185	C12D12.5	C12D12.5	sox-4	0.00540540540540541	0.00540540540540541	0	0.0108108108108108	0.027027027027027	0	0.00540540540540541	0	0.00540540540540541	0	0	0	0.00540540540540541	0.0162162162162162	1.07142857142857	0.933333333333333	0.933333333333333	0	1.86666666666667	4.66666666666667	0	0.933333333333333	0	0.933333333333333	0	0	0	0.933333333333333	2.8	FALSE
1067.fa	5	1	3	15	37	3	1	1	6	1	3	7	3	18	T07F10.1	812	T07F10.1	T07F10.1	anp-1	0.0061576354679803	0.00123152709359606	0.00369458128078818	0.0184729064039409	0.0455665024630542	0.00369458128078818	0.00123152709359606	0.00123152709359606	0.00738916256157635	0.00123152709359606	0.00369458128078818	0.00862068965517241	0.00369458128078818	0.0221674876847291	7.42857142857143	0.673076923076923	0.134615384615385	0.403846153846154	2.01923076923077	4.98076923076923	0.403846153846154	0.134615384615385	0.134615384615385	0.807692307692308	0.134615384615385	0.403846153846154	0.942307692307692	0.403846153846154	2.42307692307692	FALSE
1068.fa	0	0	0	0	3	0	0	1	0	0	0	0	1	6	ZC434.2	194	ZC434.2	ZC434.2	rps-7	0	0	0	0	0.0154639175257732	0	0	0.00515463917525773	0	0	0	0	0.00515463917525773	0.0309278350515464	0.785714285714286	0	0	0	0	3.81818181818182	0	0	1.27272727272727	0	0	0	0	1.27272727272727	7.63636363636364	FALSE
1069.fa	0	0	3	4	3	0	0	0	0	0	5	3	0	16	F59A1.10	188	F59A1.10	F59A1.10	dgat-2	0	0	0.0159574468085106	0.0212765957446809	0.0159574468085106	0	0	0	0	0	0.0265957446808511	0.0159574468085106	0	0.0851063829787234	2.42857142857143	0	0	1.23529411764706	1.64705882352941	1.23529411764706	0	0	0	0	0	2.05882352941176	1.23529411764706	0	6.58823529411765	FALSE
107.fa	5	0	3	3	0	1	0	1	0	1	3	0	2	13	C48B4.3	199	C48B4.3	C48B4.3	C48B4.3	0.0251256281407035	0	0.0150753768844221	0.0150753768844221	0	0.0050251256281407	0	0.0050251256281407	0	0.0050251256281407	0.0150753768844221	0	0.0100502512562814	0.0653266331658292	2.28571428571429	2.1875	0	1.3125	1.3125	0	0.4375	0	0.4375	0	0.4375	1.3125	0	0.875	5.6875	FALSE
1070.fa	0	0	0	2	1	0	0	0	0	0	1	0	1	2	F58G1.4	121	F58G1.4	F58G1.4	dct-18	0	0	0	0.0165289256198347	0.00826446280991736	0	0	0	0	0	0.00826446280991736	0	0.00826446280991736	0.0165289256198347	0.5	0	0	0	4	2	0	0	0	0	0	2	0	2	4	FALSE
1071.fa	1	0	3	0	2	0	0	0	0	0	1	1	0	6	F48C1.5	104	F48C1.5	F48C1.5	F48C1.5	0.00961538461538462	0	0.0288461538461538	0	0.0192307692307692	0	0	0	0	0	0.00961538461538462	0.00961538461538462	0	0.0576923076923077	1	1	0	3	0	2	0	0	0	0	0	1	1	0	6	FALSE
1072.fa	1	0	1	7	6	14	0	1	1	2	3	2	0	7	B0238.9	289	B0238.9	B0238.9	B0238.9	0.00346020761245675	0	0.00346020761245675	0.0242214532871972	0.0207612456747405	0.0484429065743945	0	0.00346020761245675	0.00346020761245675	0.0069204152249135	0.0103806228373702	0.0069204152249135	0	0.0242214532871972	3.21428571428571	0.311111111111111	0	0.311111111111111	2.17777777777778	1.86666666666667	4.35555555555556	0	0.311111111111111	0.311111111111111	0.622222222222222	0.933333333333333	0.622222222222222	0	2.17777777777778	FALSE
1073.fa	5	0	4	1	10	0	0	0	0	0	0	0	0	0	ZK1098.4	285	ZK1098.4	ZK1098.4	eif-2Balpha	0.0175438596491228	0	0.0140350877192982	0.00350877192982456	0.0350877192982456	0	0	0	0	0	0	0	0	0	1.42857142857143	3.5	0	2.8	0.7	7	0	0	0	0	0	0	0	0	0	FALSE
1074.fa	2	0	2	1	19	1	1	1	0	0	1	4	3	4	F13E6.2	373	F13E6.2	F13E6.2	F13E6.2	0.00536193029490617	0	0.00536193029490617	0.00268096514745308	0.0509383378016086	0.00268096514745308	0.00268096514745308	0.00268096514745308	0	0	0.00268096514745308	0.0107238605898123	0.00804289544235925	0.0107238605898123	2.78571428571429	0.717948717948718	0	0.717948717948718	0.358974358974359	6.82051282051282	0.358974358974359	0.358974358974359	0.358974358974359	0	0	0.358974358974359	1.43589743589744	1.07692307692308	1.43589743589744	FALSE
1075.fa	8	1	4	22	26	3	1	0	3	0	2	5	0	16	T06F4.2	917	T06F4.2	T06F4.2	clh-4	0.00872410032715376	0.00109051254089422	0.00436205016357688	0.0239912758996728	0.0283533260632497	0.00327153762268266	0.00109051254089422	0	0.00327153762268266	0	0.00218102508178844	0.0054525627044711	0	0.0174482006543075	6.5	1.23076923076923	0.153846153846154	0.615384615384615	3.38461538461538	4	0.461538461538462	0.153846153846154	0	0.461538461538462	0	0.307692307692308	0.769230769230769	0	2.46153846153846	FALSE
1076.fa	5	0	3	2	8	0	0	2	3	2	1	2	2	16	C33G3.4	477	C33G3.4	C33G3.4	C33G3.4	0.010482180293501	0	0.00628930817610063	0.00419287211740042	0.0167714884696017	0	0	0.00419287211740042	0.00628930817610063	0.00419287211740042	0.00209643605870021	0.00419287211740042	0.00419287211740042	0.0335429769392034	3.28571428571429	1.52173913043478	0	0.91304347826087	0.608695652173913	2.43478260869565	0	0	0.608695652173913	0.91304347826087	0.608695652173913	0.304347826086957	0.608695652173913	0.608695652173913	4.8695652173913	FALSE
1077.fa	1	1	5	3	8	0	6	0	2	1	1	1	0	8	C37H5.9	425	C37H5.9	C37H5.9	nas-9	0.00235294117647059	0.00235294117647059	0.0117647058823529	0.00705882352941176	0.0188235294117647	0	0.0141176470588235	0	0.00470588235294118	0.00235294117647059	0.00235294117647059	0.00235294117647059	0	0.0188235294117647	2.64285714285714	0.378378378378378	0.378378378378378	1.89189189189189	1.13513513513514	3.02702702702703	0	2.27027027027027	0	0.756756756756757	0.378378378378378	0.378378378378378	0.378378378378378	0	3.02702702702703	FALSE
1078.fa	0	0	4	8	15	0	1	0	5	1	0	0	0	6	C30F2.3	304	C30F2.3	C30F2.3	idpp-14	0	0	0.0131578947368421	0.0263157894736842	0.0493421052631579	0	0.00328947368421053	0	0.0164473684210526	0.00328947368421053	0	0	0	0.0197368421052632	2.85714285714286	0	0	1.4	2.8	5.25	0	0.35	0	1.75	0.35	0	0	0	2.1	FALSE
1079.fa	0	0	0	2	7	0	0	0	3	3	3	1	0	37	Y66D12A.24	237	Y66D12A.24	Y66D12A.24	Y66D12A.24	0	0	0	0.00843881856540084	0.029535864978903	0	0	0	0.0126582278481013	0.0126582278481013	0.0126582278481013	0.00421940928270042	0	0.156118143459916	4	0	0	0	0.5	1.75	0	0	0	0.75	0.75	0.75	0.25	0	9.25	FALSE
108.fa	0	0	4	1	4	0	0	0	1	0	0	1	0	0	F13B10.2	399	F13B10.2	F13B10.2	rpl-3	0	0	0.0100250626566416	0.0025062656641604	0.0100250626566416	0	0	0	0.0025062656641604	0	0	0.0025062656641604	0	0	0.785714285714286	0	0	5.09090909090909	1.27272727272727	5.09090909090909	0	0	0	1.27272727272727	0	0	1.27272727272727	0	0	FALSE
1080.fa	1	0	0	0	4	0	0	0	0	0	0	0	1	2	F55H2.1	152	F55H2.1	F55H2.1	sod-4	0.00657894736842105	0	0	0	0.0263157894736842	0	0	0	0	0	0	0	0.00657894736842105	0.0131578947368421	0.571428571428571	1.75	0	0	0	7	0	0	0	0	0	0	0	1.75	3.5	FALSE
1081.fa	25	0	0	0	0	0	0	0	0	0	0	0	0	1	C34D1.3	235	C34D1.3	C34D1.3	odr-3	0.106382978723404	0	0	0	0	0	0	0	0	0	0	0	0	0.00425531914893617	1.85714285714286	13.4615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0.538461538461538	FALSE
1082.fa	6	5	29	12	18	0	0	1	2	1	6	27	8	21	C31E10.8	910	C31E10.8	C31E10.8	tbc-19	0.00659340659340659	0.00549450549450549	0.0318681318681319	0.0131868131868132	0.0197802197802198	0	0	0.0010989010989011	0.0021978021978022	0.0010989010989011	0.00659340659340659	0.0296703296703297	0.00879120879120879	0.0230769230769231	9.71428571428571	0.617647058823529	0.514705882352941	2.98529411764706	1.23529411764706	1.85294117647059	0	0	0.102941176470588	0.205882352941176	0.102941176470588	0.617647058823529	2.77941176470588	0.823529411764706	2.16176470588235	FALSE
1083.fa	0	0	0	0	3	1	0	0	0	0	0	0	1	8	K11D12.8	47	K11D12.8	K11D12.8	K11D12.8	0	0	0	0	0.0638297872340425	0.0212765957446809	0	0	0	0	0	0	0.0212765957446809	0.170212765957447	0.928571428571429	0	0	0	0	3.23076923076923	1.07692307692308	0	0	0	0	0	0	1.07692307692308	8.61538461538461	TRUE
1085.fa	0	4	0	4	2	0	0	0	1	0	0	0	1	0	Y67D2.3	108	Y67D2.3	Y67D2.3	cisd-3.2	0	0.037037037037037	0	0.037037037037037	0.0185185185185185	0	0	0	0.00925925925925926	0	0	0	0.00925925925925926	0	0.857142857142857	0	4.66666666666667	0	4.66666666666667	2.33333333333333	0	0	0	1.16666666666667	0	0	0	1.16666666666667	0	FALSE
1086.fa	3	1	1	0	2	0	1	0	0	0	0	0	2	2	F58E10.2	104	F58E10.2	F58E10.2	end-1	0.0288461538461538	0.00961538461538462	0.00961538461538462	0	0.0192307692307692	0	0.00961538461538462	0	0	0	0	0	0.0192307692307692	0.0192307692307692	0.857142857142857	3.5	1.16666666666667	1.16666666666667	0	2.33333333333333	0	1.16666666666667	0	0	0	0	0	2.33333333333333	2.33333333333333	FALSE
1087.fa	0	0	1	0	8	0	0	0	1	0	5	2	3	8	Y39A1A.1	266	Y39A1A.1	Y39A1A.1	epg-6	0	0	0.0037593984962406	0	0.0300751879699248	0	0	0	0.0037593984962406	0	0.018796992481203	0.0075187969924812	0.0112781954887218	0.0300751879699248	2	0	0	0.5	0	4	0	0	0	0.5	0	2.5	1	1.5	4	FALSE
1088.fa	5	1	5	3	1	0	0	0	6	3	4	2	3	8	K07E3.2	645	K07E3.2	K07E3.2	K07E3.2	0.00775193798449612	0.00155038759689922	0.00775193798449612	0.00465116279069767	0.00155038759689922	0	0	0	0.00930232558139535	0.00465116279069767	0.0062015503875969	0.00310077519379845	0.00465116279069767	0.0124031007751938	2.92857142857143	1.70731707317073	0.341463414634146	1.70731707317073	1.02439024390244	0.341463414634146	0	0	0	2.04878048780488	1.02439024390244	1.36585365853659	0.682926829268293	1.02439024390244	2.73170731707317	FALSE
1089.fa	1	0	2	5	11	0	3	1	1	1	4	0	0	9	T07D1.4	392	T07D1.4	T07D1.4	fox-1	0.00255102040816327	0	0.00510204081632653	0.0127551020408163	0.0280612244897959	0	0.0076530612244898	0.00255102040816327	0.00255102040816327	0.00255102040816327	0.0102040816326531	0	0	0.0229591836734694	2.71428571428571	0.368421052631579	0	0.736842105263158	1.84210526315789	4.05263157894737	0	1.10526315789474	0.368421052631579	0.368421052631579	0.368421052631579	1.47368421052632	0	0	3.31578947368421	FALSE
109.fa	0	1	2	39	10	1	0	0	0	1	0	1	0	11	H10E21.2	354	H10E21.2	H10E21.2	npr-30	0	0.00282485875706215	0.00564971751412429	0.110169491525424	0.0282485875706215	0.00282485875706215	0	0	0	0.00282485875706215	0	0.00282485875706215	0	0.0310734463276836	4.71428571428571	0	0.212121212121212	0.424242424242424	8.27272727272727	2.12121212121212	0.212121212121212	0	0	0	0.212121212121212	0	0.212121212121212	0	2.33333333333333	FALSE
1090.fa	2	0	5	5	2	0	0	0	0	0	1	1	3	11	Y56A3A.33	290	Y56A3A.33	Y56A3A.33	Y56A3A.33	0.00689655172413793	0	0.0172413793103448	0.0172413793103448	0.00689655172413793	0	0	0	0	0	0.00344827586206897	0.00344827586206897	0.0103448275862069	0.0379310344827586	2.14285714285714	0.933333333333333	0	2.33333333333333	2.33333333333333	0.933333333333333	0	0	0	0	0	0.466666666666667	0.466666666666667	1.4	5.13333333333333	FALSE
1091.fa	0	0	0	0	3	0	0	0	0	0	2	1	2	0	ZK757.10	86	ZK757.10	ZK757.10	ZK757.10	0	0	0	0	0.0348837209302326	0	0	0	0	0	0.0232558139534884	0.0116279069767442	0.0232558139534884	0	0.571428571428571	0	0	0	0	5.25	0	0	0	0	0	3.5	1.75	3.5	0	FALSE
1092.fa	3	0	0	3	13	0	1	0	0	1	0	0	0	2	R02F11.2	222	R02F11.2	R02F11.2	R02F11.2	0.0135135135135135	0	0	0.0135135135135135	0.0585585585585586	0	0.0045045045045045	0	0	0.0045045045045045	0	0	0	0.00900900900900901	1.64285714285714	1.82608695652174	0	0	1.82608695652174	7.91304347826087	0	0.608695652173913	0	0	0.608695652173913	0	0	0	1.21739130434783	TRUE
1093.fa	0	0	1	6	8	2	7	1	1	3	1	1	0	6	Y50E8A.7	289	Y50E8A.7	Y50E8A.7	lipl-8	0	0	0.00346020761245675	0.0207612456747405	0.027681660899654	0.0069204152249135	0.0242214532871972	0.00346020761245675	0.00346020761245675	0.0103806228373702	0.00346020761245675	0.00346020761245675	0	0.0207612456747405	2.64285714285714	0	0	0.378378378378378	2.27027027027027	3.02702702702703	0.756756756756757	2.64864864864865	0.378378378378378	0.378378378378378	1.13513513513514	0.378378378378378	0.378378378378378	0	2.27027027027027	FALSE
1094.fa	6	0	3	4	10	0	0	0	3	4	1	0	3	5	C54G7.2	478	C54G7.2	C54G7.2	mboa-3	0.0125523012552301	0	0.00627615062761506	0.00836820083682008	0.0209205020920502	0	0	0	0.00627615062761506	0.00836820083682008	0.00209205020920502	0	0.00627615062761506	0.0104602510460251	2.78571428571429	2.15384615384615	0	1.07692307692308	1.43589743589744	3.58974358974359	0	0	0	1.07692307692308	1.43589743589744	0.358974358974359	0	1.07692307692308	1.79487179487179	FALSE
1095.fa	3	2	7	4	18	1	0	2	2	0	0	2	1	13	F13D11.1	360	F13D11.1	F13D11.1	acp-5	0.00833333333333333	0.00555555555555556	0.0194444444444444	0.0111111111111111	0.05	0.00277777777777778	0	0.00555555555555556	0.00555555555555556	0	0	0.00555555555555556	0.00277777777777778	0.0361111111111111	3.92857142857143	0.763636363636364	0.509090909090909	1.78181818181818	1.01818181818182	4.58181818181818	0.254545454545455	0	0.509090909090909	0.509090909090909	0	0	0.509090909090909	0.254545454545455	3.30909090909091	FALSE
1096.fa	2	0	1	2	2	0	0	0	0	0	0	7	0	0	T07F10.6	67	T07F10.6	T07F10.6	nspg-1	0.0298507462686567	0	0.0149253731343284	0.0298507462686567	0.0298507462686567	0	0	0	0	0	0	0.104477611940299	0	0	1	2	0	1	2	2	0	0	0	0	0	0	7	0	0	FALSE
1097.fa	4	2	1	3	17	1	0	0	3	5	3	3	0	12	F46F6.1	630	F46F6.1	F46F6.1	rme-4	0.00634920634920635	0.00317460317460317	0.00158730158730159	0.00476190476190476	0.026984126984127	0.00158730158730159	0	0	0.00476190476190476	0.00793650793650794	0.00476190476190476	0.00476190476190476	0	0.019047619047619	3.85714285714286	1.03703703703704	0.518518518518518	0.259259259259259	0.777777777777778	4.40740740740741	0.259259259259259	0	0	0.777777777777778	1.2962962962963	0.777777777777778	0.777777777777778	0	3.11111111111111	FALSE
1098.fa	0	0	10	3	4	0	1	0	0	0	0	0	1	2	T02D1.4	191	T02D1.4	T02D1.4	T02D1.4	0	0	0.0523560209424084	0.0157068062827225	0.0209424083769634	0	0.00523560209424084	0	0	0	0	0	0.00523560209424084	0.0104712041884817	1.5	0	0	6.66666666666667	2	2.66666666666667	0	0.666666666666667	0	0	0	0	0	0.666666666666667	1.33333333333333	FALSE
1099.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	1	F59F3.6	173	F59F3.6	F59F3.6	F59F3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00578034682080925	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	14	FALSE
11.fa	2	0	0	7	5	2	0	0	0	2	2	0	0	7	T14B1.2	258	T14B1.2	T14B1.2	aex-2	0.00775193798449612	0	0	0.0271317829457364	0.0193798449612403	0.00775193798449612	0	0	0	0.00775193798449612	0.00775193798449612	0	0	0.0271317829457364	1.92857142857143	1.03703703703704	0	0	3.62962962962963	2.59259259259259	1.03703703703704	0	0	0	1.03703703703704	1.03703703703704	0	0	3.62962962962963	FALSE
110.fa	7	0	2	11	12	0	0	0	0	1	3	1	4	2	T26A5.1	433	T26A5.1	T26A5.1	wht-6	0.0161662817551963	0	0.0046189376443418	0.0254041570438799	0.0277136258660508	0	0	0	0	0.0023094688221709	0.0069284064665127	0.0023094688221709	0.0092378752886836	0.0046189376443418	3.07142857142857	2.27906976744186	0	0.651162790697674	3.58139534883721	3.90697674418605	0	0	0	0	0.325581395348837	0.976744186046512	0.325581395348837	1.30232558139535	0.651162790697674	FALSE
1100.fa	1	0	2	4	2	0	0	0	1	0	1	0	1	9	F54D5.9	156	F54D5.9	F54D5.9	F54D5.9	0.00641025641025641	0	0.0128205128205128	0.0256410256410256	0.0128205128205128	0	0	0	0.00641025641025641	0	0.00641025641025641	0	0.00641025641025641	0.0576923076923077	1.5	0.666666666666667	0	1.33333333333333	2.66666666666667	1.33333333333333	0	0	0	0.666666666666667	0	0.666666666666667	0	0.666666666666667	6	FALSE
1101.fa	1	0	2	3	12	1	0	1	5	0	2	11	1	9	F57B9.5	391	F57B9.5	F57B9.5	byn-1	0.00255754475703325	0	0.0051150895140665	0.00767263427109974	0.030690537084399	0.00255754475703325	0	0.00255754475703325	0.0127877237851662	0	0.0051150895140665	0.0281329923273657	0.00255754475703325	0.0230179028132992	3.42857142857143	0.291666666666667	0	0.583333333333333	0.875	3.5	0.291666666666667	0	0.291666666666667	1.45833333333333	0	0.583333333333333	3.20833333333333	0.291666666666667	2.625	FALSE
1102.fa	0	0	0	0	1	0	0	0	0	0	0	0	0	1	ZC334.7	30	ZC334.7	ZC334.7	ZC334.7	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0.0333333333333333	0.142857142857143	0	0	0	0	7	0	0	0	0	0	0	0	0	7	FALSE
1103.fa	2	1	9	24	15	0	0	3	0	0	15	0	2	11	C18E9.7	730	C18E9.7	C18E9.7	C18E9.7	0.00273972602739726	0.00136986301369863	0.0123287671232877	0.0328767123287671	0.0205479452054795	0	0	0.00410958904109589	0	0	0.0205479452054795	0	0.00273972602739726	0.0150684931506849	5.85714285714286	0.341463414634146	0.170731707317073	1.53658536585366	4.09756097560976	2.5609756097561	0	0	0.51219512195122	0	0	2.5609756097561	0	0.341463414634146	1.8780487804878	FALSE
1104.fa	1	1	0	4	6	1	0	1	0	0	1	1	0	0	T02E1.5	168	T02E1.5	T02E1.5	dhs-3	0.00595238095238095	0.00595238095238095	0	0.0238095238095238	0.0357142857142857	0.00595238095238095	0	0.00595238095238095	0	0	0.00595238095238095	0.00595238095238095	0	0	1.14285714285714	0.875	0.875	0	3.5	5.25	0.875	0	0.875	0	0	0.875	0.875	0	0	FALSE
