Orthogroup	briggsae	elegans	inopinata	nigoni	remanei
OG0020663		C27D6.3			
OG0020664		C28F5.1			
OG0020665		C29F9.2			
OG0020666		C32B5.6a			
OG0020667		C33C12.1			
OG0020668		C33G8.2			
OG0020669		C35B1.4			
OG0020670		C37C3.10			
OG0020671		C39B5.10			
OG0020672		C39D10.1			
OG0020673		C41H7.2a			
OG0020674		C44B12.3			
OG0020675		C45B2.8			
OG0020676		C45G7.1			
OG0020677		C45H4.13			
OG0020678		C46H3.1			
OG0020679		C46H11.1			
OG0020680		C50C3.12			
OG0020681		C50E3.9			
OG0020682		C50E3.11			
OG0020683		C50E3.12			
OG0020684		C50E3.13			
OG0020685		C55B6.4			
OG0020686		C56G3.2			
OG0020687		D1044.4			
OG0020688		D1044.5			
OG0020689		D2096.1a			
OG0020690		E01A2.8			
OG0020691		E02H9.7			
OG0020692		E03H12.5			
OG0020693		EEED8.13			
OG0020694		EGAP2.2			
OG0020695		F07C4.7			
OG0020696		F07E5.9			
OG0020697		F07G6.2			
OG0020698		F07G6.5			
OG0020699		F09E10.1			
OG0020700		F10C1.1			
OG0020701		F10C1.3			
OG0020702		F11G11.8			
OG0020703		F11G11.13			
OG0020704		F12E12.4			
OG0020705		F12E12.6			
OG0020706		F13A2.1			
OG0020707		F13A2.2			
OG0020708		F13A2.3			
OG0020709		F14D2.5			
OG0020710		F14F9.2			
OG0020711		F14F9.6			
OG0020712		F14H12.6			
OG0020713		F16B4.5b			
OG0020714		F16B4.7			
OG0020715		F18A12.2			
OG0020716		F18A12.7			
OG0020717		F18E9.1			
OG0020718		F19B10.3			
OG0020719		F19B10.4			
OG0020720		F19B10.6			
OG0020721		F19F10.3			
OG0020722		F19G12.4			
OG0020723		F20B6.5			
OG0020724		F20B6.9			
OG0020725		F20D6.9			
OG0020726		F21C10.5			
OG0020727		F21D12.2			
OG0020728		F21E9.4			
OG0020729		F22E5.11			
OG0020730		F22F4.4			
OG0020731		F22H10.2			
OG0020732		F25E5.9			
OG0020733		F26A1.7			
OG0020734		F26G1.3			
OG0020735		F26G5.1a			
OG0020736		F28B4.1			
OG0020737		F29A7.8			
OG0020738		F29C4.4			
OG0020739		F31D5.6			
OG0020740		F32D1.7			
OG0020741		F32D1.8a			
OG0020742		F33E11.2a			
OG0020743		F35C8.8a			
OG0020744		F36A4.5a			
OG0020745		F38A5.5			
OG0020746		F38A5.9			
OG0020747		F39E9.6			
OG0020748		F40E12.1			
OG0020749		F40G9.6			
OG0020750		F40G9.7			
OG0020751		F40G9.10			
OG0020752		F40H3.6			
OG0020753		F41E6.10			
OG0020754		F41G4.7			
OG0020755		F41H10.12			
OG0020756		F42A6.2			
OG0020757		F45D11.5			
OG0020758		F45E1.2			
OG0020759		F47C12.7			
OG0020760		F48B9.1			
OG0020761		F48C1.3			
OG0020762		F48G7.9			
OG0020763		F49D11.7			
OG0020764		F52D2.5			
OG0020765		F52D2.6			
OG0020766		F52E1.3			
OG0020767		F53C3.7			
OG0020768		F53C3.8			
OG0020769		F54C1.8			
OG0020770		F54C4.4			
OG0020771		F54D10.4			
OG0020772		F54D10.7			
OG0020773		F54D12.9			
OG0020774		F54F2.6			
OG0020775		F55A3.5			
OG0020776		F55A3.6			
OG0020777		F55C7.2			
OG0020778		F55C12.2			
OG0020779		F55D1.1			
OG0020780		F55E10.1			
OG0020781		F55E10.2			
OG0020782		F55E10.4			
OG0020783		F55F1.2			
OG0020784		F56B3.12			
OG0020785		F56C3.3			
OG0020786		F56C3.4			
OG0020787		F56C3.7			
OG0020788		F56C3.8			
OG0020789		F56D2.8			
OG0020790		F58A6.9			
OG0020791		F58E2.5			
OG0020792		F58H7.5			
OG0020793		F59A3.10			
OG0020794		F59E12.3			
OG0020795		H06I04.7			
OG0020796		H09G03.1			
OG0020797		H12I13.6			
OG0020798		H28G03.3			
OG0020799		H35N09.2			
OG0020800		H39E20.1			
OG0020801		K01A2.4a			
OG0020802		K01A2.6			
OG0020803		K02A6.1			
OG0020804		K02B2.6			
OG0020805		K02D10.2			
OG0020806		K02D10.3			
OG0020807		K02E7.4			
OG0020808		K02E7.12			
OG0020809		K03B4.6			
OG0020810		K03C7.3			
OG0020811		K05G3.2			
OG0020812		K07D4.2			
OG0020813		K08F11.1a			
OG0020814		K09C4.7			
OG0020815		K09C6.3a			
OG0020816		K09D9.3			
OG0020817		K09F5.4			
OG0020818		K09H9.7			
OG0020819		K10C2.6			
OG0020820		K10C2.7			
OG0020821		K10F12.7			
OG0020822		K11H12.5			
OG0020823		K11H12.6b			
OG0020824		K12H4.6			
OG0020825		M01G4.1			
OG0020826		M03E7.2			
OG0020827		M03F4.4			
OG0020828		M151.1c			
OG0020829		M151.3			
OG0020830		R01H2.1			
OG0020831		R02F2.6			
OG0020832		R05G9.1			
OG0020833		R06B10.7			
OG0020834		R07C3.13a			
OG0020835		R08C7.5a			
OG0020836		R08C7.11			
OG0020837		R10A10.1			
OG0020838		R10F2.4			
OG0020839		R12B2.6			
OG0020840		R12B2.7			
OG0020841		R12E2.6			
OG0020842		R13A1.1			
OG0020843		R193.1			
OG0020844		T01D1.5			
OG0020845		T04C9.2			
OG0020846		T04C9.3			
OG0020847		T05A7.3			
OG0020848		T05A8.2			
OG0020849		T05C1.5			
OG0020850		T06D4.1a			
OG0020851		T06D4.2			
OG0020852		T07H3.6			
OG0020853		T13G4.7			
OG0020854		T16A1.5			
OG0020855		T16D1.1			
OG0020856		T17A3.12			
OG0020857		T19C3.6			
OG0020858		T19H12.3			
OG0020859		T20B12.5			
OG0020860		T21D12.11			
OG0020861		T21G5.2			
OG0020862		T22B2.2			
OG0020863		T22B2.3			
OG0020864		T22B2.5			
OG0020865		T22F7.5			
OG0020866		T23B3.5			
OG0020867		T23B7.1			
OG0020868		T24A6.7			
OG0020869		T24D8.6			
OG0020870		T24E12.3			
OG0020871		T24E12.11			
OG0020872		T25B6.3			
OG0020873		T25D1.3			
OG0020874		T25F10.1			
OG0020875		T26C11.2			
OG0020876		T27C10.7			
OG0020877		T28A11.4			
OG0020878		T28A11.13			
OG0020879		T28D9.11			
OG0020880		W01H2.2			
OG0020881		W02B3.3			
OG0020882		W02F12.3			
OG0020883		W03D2.7			
OG0020884		W04B5.2			
OG0020885		W04D12.1			
OG0020886		W04H10.2			
OG0020887		W09G12.6			
OG0020888		Y1B5A.1			
OG0020889		Y8A9A.4			
OG0020890		Y17G9B.4a			
OG0020891		Y22D7AL.1			
OG0020892		Y22D7AL.3			
OG0020893		Y22D7AL.12			
OG0020894		Y22D7AL.13			
OG0020895		Y22D7AR.3			
OG0020896		Y22D7AR.10			
OG0020897		Y23H5B.9			
OG0020898		Y24D9A.6			
OG0020899		Y24D9A.7			
OG0020900		Y25C1A.6			
OG0020901		Y32G9A.2b			
OG0020902		Y37B11A.3			
OG0020903		Y37E11AL.9			
OG0020904		Y37E11B.2			
OG0020905		Y37F4.4			
OG0020906		Y39A3B.3			
OG0020907		Y39A3CR.8a			
OG0020908		Y40A1A.3			
OG0020909		Y41D4B.14			
OG0020910		Y41G9A.6			
OG0020911		Y46D2A.3			
OG0020912		Y46E12A.2			
OG0020913		Y46H3A.4a			
OG0020914		Y47D7A.15			
OG0020915		Y47G6A.15			
OG0020916		Y48G8AR.3			
OG0020917		Y48G9A.6			
OG0020918		Y48G9A.12			
OG0020919		Y49F6B.6b			
OG0020920		Y49F6C.6			
OG0020921		Y49F6C.7			
OG0020922		Y49F6C.8			
OG0020923		Y51H7C.2			
OG0020924		Y51H7C.8			
OG0020925		Y53G8AM.2			
OG0020926		Y53G8AM.4			
OG0020927		Y54C5A.1			
OG0020928		Y54E10BL.1			
OG0020929		Y54F10AM.11			
OG0020930		Y55B1BR.3			
OG0020931		Y57E12B.4			
OG0020932		Y57G7A.2			
OG0020933		Y69A2AR.24			
OG0020934		Y71F9AL.6			
OG0020935		Y71F9AL.11			
OG0020936		Y71H2B.11			
OG0020937		Y73B3A.8			
OG0020938		Y73B3A.11			
OG0020939		Y73B3A.20			
OG0020940		Y81B9A.3			
OG0020941		Y82E9BR.5			
OG0020942		Y82E9BR.6			
OG0020943		Y82E9BR.10			
OG0020944		Y82E9BR.20			
OG0020945		Y92C3B.1			
OG0020946		Y92H12BL.4			
OG0020947		Y94H6A.4			
OG0020948		Y97E10C.1			
OG0020949		Y102E9.3			
OG0020950		Y108F1.5			
OG0020951		Y110A2AL.3			
OG0020952		Y119D3B.21			
OG0020953		ZC53.1			
OG0020954		ZC178.2			
OG0020955		ZC190.10a			
OG0020956		ZC196.6a			
OG0020957		ZC204.14			
OG0020958		ZC262.4			
OG0020959		ZC395.11			
OG0020960		ZC477.4			
OG0020961		ZK54.3			
OG0020962		ZK112.4			
OG0020963		ZK112.5			
OG0020964		ZK177.1			
OG0020965		ZK355.3			
OG0020966		ZK380.4			
OG0020967		ZK381.3			
OG0020968		ZK470.4			
OG0020969		ZK484.8			
OG0020970		ZK686.1			
OG0020971		ZK816.3			
OG0020972		ZK1248.4			
OG0020973		ZK1248.17			
OG0020974		Y23H5A.8a			
OG0020975		H31B20.2			
OG0020976		C24D10.8			
OG0020977		F28F5.4			
OG0020978		R09H3.2			
OG0020979		ZC404.2			
OG0020980		C56E6.7			
OG0020981		C44C10.12			
OG0020982		F28H6.8			
OG0020983		F42F12.11			
OG0020984		H03G16.6			
OG0020985		M163.10			
OG0020986		M163.11			
OG0020987		Y7A5A.10			
OG0020988		Y66C5A.2			
OG0020989		C54C6.7			
OG0020990		C30G7.4			
OG0020991		F09C6.12			
OG0020992		F09C6.13			
OG0020993		F14F8.14			
OG0020994		F46B6.13			
OG0020995		T26H5.9a			
OG0020996		C36E8.6			
OG0020997		C06A1.7			
OG0020998		C33D9.10			
OG0020999		F32A7.8			
OG0021000		F36D1.10			
OG0021001		F55B11.6			
OG0021002		Y45F10C.6			
OG0021003		Y73F8A.36			
OG0021004		Y105E8A.32			
OG0021005		Y105E8B.11			
OG0021006		F09C6.14			
OG0021007		W02A2.9			
OG0021008		K12H6.10			
OG0021009		C17F4.12			
OG0021010		F39E9.14			
OG0021011		Y49F6B.12			
OG0021012		T24E12.12			
OG0021013		Y14H12A.2			
OG0021014		C08E3.14			
OG0021015		C50D2.10a			
OG0021016		Y119C1B.11			
OG0021017		ZC21.10			
OG0021018		F27B3.8			
OG0021019		F56D6.9			
OG0021020		F15E6.10			
OG0021021		C46G7.5			
OG0021022		Y32G9A.12			
OG0021023		T06A1.7a			
OG0021024		F59A7.12			
OG0021025		Y73C8C.12			
OG0021026		T28A11.22			
OG0021027		Y39H10B.2a			
OG0021028		B0238.15			
OG0021029		K09H11.11			
OG0021030		EGAP9.4			
OG0021031		R13D7.11			
OG0021032		C36C9.6			
OG0021033		Y75D11A.6			
OG0021034		C14E2.7			
OG0021035		F53B1.9			
OG0021036		F43E12.1			
OG0021037		C06E2.9			
OG0021038		C01G10.17			
OG0021039		C07D10.6			
OG0021040		Y57G11C.52			
OG0021041		Y55F3BR.10			
OG0021042		Y119C1B.12			
OG0021043		C32D5.14			
OG0021044		ZK1290.15			
OG0021045		T07A9.14			
OG0021046		R09B5.13			
OG0021047		Y43C5A.7			
OG0021048		K07A1.17			
OG0021049		ZC15.10			
OG0021050		F07C6.6			
OG0021051		C46C2.7			
OG0021052		K01A6.7			
OG0021053		T28C6.10			
OG0021054		F13E9.15			
OG0021055		Y49E10.29			
OG0021056		H29C22.1			
OG0021057		F07G6.10			
OG0021058		F59C12.4			
OG0021059		T14C1.3			
OG0021060		F11D11.12			
OG0021061		ZC334.12			
OG0021062		Y71F9AM.8			
OG0021063		Y75B12B.13			
OG0021064		Y37H2A.14			
OG0021065		F14F3.5			
OG0021066		F14D7.14			
OG0021067		T05E12.9			
OG0021068		F14H3.14			
OG0021069		F43D2.7b			
OG0021070		D1081.11			
OG0021071		Y94A7B.11			
OG0021072		T19B10.12			
OG0021073		Y43F8B.17			
OG0021074		C05G5.7			
OG0021075		K07C5.13b			
OG0021076		F49H6.17			
OG0021077		K06A4.10			
OG0021078		T10D4.15			
OG0021079		F38B7.10			
OG0021080		C01A2.9			
OG0021081		Y39G10AR.25			
OG0021082		C01G10.18			
OG0021083		T01G5.8			
OG0021084		T10C6.16			
OG0021085		K08E5.5			
OG0021086		Y105C5A.508			
OG0021087		F59C6.16			
OG0021088		F17B5.9			
OG0021089		F25H5.10			
OG0021090		ZC334.13			
OG0021091		F36D1.12			
OG0021092		ZK355.8			
OG0021093		K08C9.10			
OG0021094		Y2H9A.6b			
OG0021095		F15B9.11			
OG0021096		Y38E10A.29			
OG0021097		C06C3.12			
OG0021098		F58D2.4			
OG0021099		W09C2.7			
OG0021100		W09C2.9			
OG0021101		T12A7.9			
OG0021102		Y65A5A.24			
OG0021103		K02E2.11			
OG0021104		Y26G10.5			
OG0021105		Y26G10.6			
OG0021106		Y26G10.7			
OG0021107		F38B7.11			
OG0021108		Y116A8C.463			
OG0021109		T26C11.9			
OG0021110		Y17D7C.6a			
OG0021111		F40D4.17			
OG0021112		Y38H6C.24			
OG0021113		B0462.5			
OG0021114		Y43F8B.22			
OG0021115		C32E8.12			
OG0021116		Y36E3A.2			
OG0021117		D2062.13			
OG0021118		ZK783.7			
OG0021119		C29E4.17			
OG0021120		Y39A1A.27			
OG0021121		Y38H6C.25			
OG0021122		C12D8.20			
OG0021123		C25F9.16			
OG0021124		Y73B6BL.270			
OG0021125		F17E9.15			
OG0021126		Y41C4A.22			
OG0021127		W09C2.10			
OG0021128		M03C11.9			
OG0021129		K01A6.8			
OG0021130		R107.9			
OG0021131		C01B9.4			
OG0021132		C17B7.14			
OG0021133		Y53C12A.11			
OG0021134		F22F7.8			
OG0021135		Y105C5A.1272			
OG0021136		F44D12.16			
OG0021137		Y45F10B.59			
OG0021138		K08D8.9			
OG0021139		K08D8.10			
OG0021140		H12I19.115			
OG0021141		F13E9.19			
OG0021142		Y51H4A.937			
OG0021143		Y73F8A.1159			
OG0021144		Y105C5A.1273			
OG0021145		C34C6.9			
OG0021146		F37H8.6			
OG0021147		Y17D7B.10			
OG0021148		T25B2.4			
OG0021149		C16C4.18			
OG0021150		Y46C8AL.11			
OG0021151		C35B1.9			
OG0021152		ZK180.8b			
OG0021153		Y38C1BA.4			
OG0021154		F42A9.11			
OG0021155		K08D10.13			
OG0021156		C54E10.7			
OG0021157		ZK228.13			
OG0021158		C04C3.9			
OG0021159		W04A8.9			
OG0021160		C12D8.21a			
OG0021161		F26F2.11a			
OG0021162		Y47D7A.17			
OG0021163		Y50D4A.6a			
OG0021164		F19G12.8			
OG0021165		F19G12.9b			
OG0021166		F19G12.11			
OG0021167		F11C1.9			
OG0021168		F11C1.10			
OG0021169		F55G7.5			
OG0021170		ZC404.16			
OG0021171		Y71A12B.24			
OG0021172		F36D1.15			
OG0021173		Y39B6A.69			
OG0021174		Y113G7B.27a			
OG0021175		Y113G7B.28			
OG0021176		ZK546.19			
OG0021177		F25D1.8			
OG0021178		T26H5.11			
OG0021179		K09H11.15			
OG0021180		ZK938.10			
OG0021181		T09F5.20b			
OG0021182		F27E5.9			
OG0021183		C34C6.10			
OG0021184		B0563.18			
OG0021185		Y39F10C.3			
OG0021186		F02D8.9			
OG0021187		F44E5.15			
OG0021188		C55B6.7			
OG0021189		C32C4.16			
OG0021190		D1005.10			
OG0021191		T06D4.6			
OG0021192		W04G5.16			
OG0021193		C08H9.18			
OG0021194		ZK1240.11			
OG0021195		F59H6.14			
OG0021196		W04H10.5			
OG0021197		W04H10.6a			
OG0021198		F56H9.9			
OG0021199		Y22F5A.11			
OG0021200		Y51B9A.14			
OG0021201		Y57G11C.1142			
OG0021202		F11D11.21			
OG0021203		Y38H8A.12			
OG0021204		C29A12.22			
OG0021205		F14D7.18			
OG0021206		T26E4.18			
OG0021207		B0250.18a			
OG0021208		Y51A2A.16			
OG0021209		Y113G7A.22			
OG0021210		T28C6.11			
OG0021211		F53E4.2			
OG0021212		T27F7.12			
OG0021213		ZK897.10b			
OG0021214		T02G5.15			
OG0021215		T27A8.7			
OG0021216		Y53H1A.7			
OG0021217		F11A6.15a			
OG0021218		C30A5.16			
OG0021219		C31A11.13			
OG0021220		M162.15			
OG0021221		W05H12.4			
OG0021222		C01F6.14			
OG0021223		F29F11.20			
OG0021224		T10B9.14			
OG0021225		Y73B6BL.288			
OG0021226		Y116A8A.150a			
OG0021227		T23G4.127			
OG0021228		C17C3.24			
OG0021229		R09A8.9			
OG0021230		C05B5.16			
OG0021231		K10D3.8			
OG0021232		F43G9.21			
OG0021233		F55H12.7a			
OG0021234		C04F12.16			
OG0021235		T05C12.15			
OG0021236		AH6.17			
OG0021237		F35H8.12			
OG0021238		B0334.20			
OG0021239		C34C12.12			
OG0021240		T23F11.11			
OG0021241		F55H2.8			
OG0021242		R08A2.9			
OG0021243		H25P06.5			
OG0021244		ZK822.9b			
OG0021245		T16G1.18			
OG0021246		F14H12.17			
OG0021247		C47A10.16			
OG0021248		Y48A6C.8			
OG0021249		M199.134			
OG0021250		Y38F2AL.12			
OG0021251		F44D12.19			
OG0021252		T19C4.24			
OG0021253		Y66D12A.30			
OG0021254		Y52B11A.20a			
OG0021255		Y54G2A.72			
OG0021256		F54D5.23			
OG0021257		F53B6.13			
OG0021258		Y43F8B.29			
OG0021259		ZK822.10			
OG0021260		K09H9.9			
OG0021261		D1046.16			
OG0021262		Y105C5B.1418			
OG0021263		C10C6.13			
OG0021264		C18D4.12			
OG0021265		C17G1.14			
OG0021266		T06A10.106			
OG0021267		R144.19			
OG0021268		C05A2.4			
OG0021269		Y105C5A.1285			
OG0021270		C54F6.18			
OG0021271		B0035.21			
OG0021272		C03G6.21			
OG0021273		ZC518.8a			
OG0021274		ZK792.12			
OG0021275		T26H5.14			
OG0021276		Y37E3.30			
OG0021277		Y47D7A.18			
OG0021278		Y54G11A.19			
OG0021279		T05C7.5			
OG0021280		T05C7.7			
OG0021281		T05C7.8			
OG0021282		T05C7.9			
OG0021283		M04G7.5			
OG0021284		C49C8.8			
OG0021285		T09A12.8			
OG0021286		T04C4.3			
OG0021287		T12G3.11			
OG0021288		F56D6.18			
OG0021289		Y69A2AR.46			
OG0021290		Y73B6BL.289			
OG0021291		C42D4.19			
OG0021292		C07G1.15			
OG0021293		F19B6.10			
OG0021294		T06A10.107			
OG0021295		C07C7.3			
OG0021296		T13A10.64			
OG0021297		Y73C8B.9a			
OG0021298		F32F2.4			
OG0021299		T06E4.21			
OG0021300		K04A8.20			
OG0021301		R02D5.24			
OG0021302		C54F6.19			
OG0021303		Y69A2AR.50			
OG0021304		Y69A2AR.51			
OG0021305		F56D6.22			
OG0021306		C24D10.49			
OG0021307		Y18H1A.18			
OG0021308		F20D12.12			
OG0021309		Y51F10.15			
OG0021310		F23C8.14a			
OG0021311		M199.135			
OG0021312		Y51H4A.941			
OG0021313		D1046.18			
OG0021314		F22H10.11			
OG0021315		Y116A8C.470			
OG0021316		C06A12.19			
OG0021317		B0348.10			
OG0021318		Y40B10A.11			
OG0021319		F22F7.12			
OG0021320		C45H4.21			
OG0021321		C49F5.13			
OG0021322		Y39F10A.6			
OG0021323		K08D9.10			
OG0021324		F54F2.14			
OG0021325		F54F7.14			
OG0021326		F59H6.15			
OG0021327		H43I07.4			
OG0021328		T16A1.10			
OG0021329		T16G12.12			
OG0021330		Y47D7A.19			
OG0021331		T05A7.12			
OG0021332		T28F4.8			
OG0021333		Y38E10A.33			
OG0021334		R02F2.10			
OG0021335		EGAP1.5b			
OG0021336		Y48G8AR.8			
OG0021337		C35E7.12			
OG0021338		F11A6.16			
OG0021339		F54D5.24			
OG0021340		ZK938.12			
OG0021341		F19F10.14			
OG0021342		F21C10.19			
OG0021343		F58F12.12			
OG0021344		K05F1.14			
OG0021345		F10C1.23			
OG0021346		T28C12.15			
OG0021347		F11G11.15			
OG0021348		W09G10.9			
OG0021349		F28A10.13			
OG0021350		C04C11.25			
OG0021351		T22B7.22			
OG0021352		B0035.22			
OG0021353		B0041.12			
OG0021354		B0361.14			
OG0021355		C02C6.14			
OG0021356		C07G2.5			
OG0021357		C08B6.18			
OG0021358		C09E8.6			
OG0021359		C09E10.3			
OG0021360		C13F10.8			
OG0021361		C13G3.12			
OG0021362		C14C10.10			
OG0021363		C26H9A.4			
OG0021364		C28D4.18			
OG0021365		C34D10.5			
OG0021366		C43H6.12			
OG0021367		C48A7.16			
OG0021368		C49F8.14			
OG0021369		F55C5.17			
OG0021370		C55C3.73			
OG0021371		C56G2.22			
OG0021372		F01E11.20			
OG0021373		F08B12.11			
OG0021374		F08C6.18			
OG0021375		F44E5.17			
OG0021376		F13G3.15			
OG0021377		F27D4.12			
OG0021378		F33D11.17			
OG0021379		F47G4.14			
OG0021380		F48F5.8			
OG0021381		F52G3.7			
OG0021382		F52H3.11			
OG0021383		F55A4.13			
OG0021384		T06E8.8			
OG0021385		F59A6.13			
OG0021386		H03A11.13			
OG0021387		H40L08.8			
OG0021388		K01D12.20			
OG0021389		K08F8.15			
OG0021390		K11D12.14			
OG0021391		C53H9.4			
OG0021392		M176.16			
OG0021393		R10E9.4			
OG0021394		R12B2.13			
OG0021395		T03G6.7			
OG0021396		T04C10.11			
OG0021397		T04H1.13			
OG0021398		T05A8.11			
OG0021399		T06D10.8			
OG0021400		T09F3.7			
OG0021401		T14B4.20			
OG0021402		T24D1.7			
OG0021403		T28F3.11			
OG0021404		Y32F6B.9			
OG0021405		Y37D8A.29			
OG0021406		Y39G8B.13			
OG0021407		Y44E3A.7			
OG0021408		Y46G5A.47			
OG0021409		Y47D9A.7			
OG0021410		Y50D4C.12			
OG0021411		Y54F10AM.15			
OG0021412		Y55B1BL.2			
OG0021413		Y71G12A.5			
OG0021414		Y71H2AL.4			
OG0021415		Y75B8A.63			
OG0021416		Y92H12BL.6			
OG0021417		ZK377.15			
OG0021418		ZK617.26			
OG0021419		ZK856.19			
OG0021420		F20B6.10a			
OG0021421		T19D2.13b			
OG0021422		W02D3.13a			
OG0021423		ZC328.8b			
OG0021424		ZK177.12			
OG0021425		M151.10			
OG0021426		Y49F6A.12			
OG0021427		Y49F6B.19			
OG0021428		Y61B8B.3			
OG0021429		F38B7.17			
OG0021430		T07H8.11			
OG0021431		F17A2.16			
OG0021432		F53G2.13			
OG0021433		C23F12.9			
OG0021434		C31E10.11			
OG0021435		ZC53.22			
OG0021436		H03G16.7			
OG0021437		ZK380.6			
OG0021438		R160.12			
OG0021439		R160.14			
OG0021440		R160.13			
OG0021441		R193.6			
OG0021442		Y7A5A.24			
OG0021443		Y41G9A.17			
OG0021444		Y59E1A.4			
OG0021445		F52G3.8			
OG0021446		C03B1.17			
OG0021447		F20D1.22			
OG0021448		Y50E8A.22			
OG0021449		F55A12.18			
OG0021450		M01G12.15			
OG0021451		Y92H12BL.7			
OG0021452		Y55B1BR.8			
OG0021453		F10C5.3			
OG0021454		T10D4.19			
OG0021455		H12C20.7			
OG0021456			Sp34_10004900.t1		
OG0021457			Sp34_10005420.t1		
OG0021458			Sp34_10006100.t1		
OG0021459			Sp34_10009400.t1		
OG0021460			Sp34_10010311.t1		
OG0021461			Sp34_10015300.t1		
OG0021462			Sp34_10015800.t1		
OG0021463			Sp34_10017700.t1		
OG0021464			Sp34_10018800.t1		
OG0021465			Sp34_10019710.t1		
OG0021466			Sp34_10022000.t1		
OG0021467			Sp34_10023820.t1		
OG0021468			Sp34_10024000.t1		
OG0021469			Sp34_10024500.t1		
OG0021470			Sp34_10025500.t1		
OG0021471			Sp34_10025900.t1		
OG0021472			Sp34_10027710.t1		
OG0021473			Sp34_10029000.t1		
OG0021474			Sp34_10030200.t1		
OG0021475			Sp34_10031900.t1		
OG0021476			Sp34_10033000.t1		
OG0021477			Sp34_10033100.t1		
OG0021478			Sp34_10034400.t1		
OG0021479			Sp34_10036900.t1		
OG0021480			Sp34_10037020.t1		
OG0021481			Sp34_10039910.t1		
OG0021482			Sp34_10041400.t1		
OG0021483			Sp34_10042600.t1		
OG0021484			Sp34_10047010.t1		
OG0021485			Sp34_10047100.t1		
OG0021486			Sp34_10048620.t1		
OG0021487			Sp34_10050800.t1		
OG0021488			Sp34_10056500.t1		
OG0021489			Sp34_10056900.t1		
OG0021490			Sp34_10058900.t1		
OG0021491			Sp34_10061700.t1		
