Sp34_10013400.t1	IPR030379	Septin-type guanine nucleotide-binding (G) domain
Sp34_10013500.t1	IPR022309	Ribosomal protein eS8/ribosomal biogenesis NSA2
Sp34_10013500.t1	IPR039411	Ribosomal biogenesis NSA2 family
Sp34_10013600.t1	IPR000904	Sec7 domain
Sp34_10013600.t1	IPR011989	Armadillo-like helical
Sp34_10013600.t1	IPR015403	Mon2/Sec7/BIG1-like, HDS
Sp34_10013600.t1	IPR016024	Armadillo-type fold
Sp34_10013600.t1	IPR023394	Sec7, C-terminal domain superfamily
Sp34_10013600.t1	IPR032629	Mon2/Sec7/BIG1-like, dimerisation and cyclophilin-binding domain
Sp34_10013600.t1	IPR032691	Mon2/Sec7/BIG1-like, HUS domain
Sp34_10013600.t1	IPR035999	Sec7 domain superfamily
Sp34_10013600.t1	IPR046455	Sec7/BIG1-like, C-terminal domain
Sp34_10013710.t1	IPR019395	Transmembrane protein 161A/B
Sp34_10013720.t1	IPR001680	WD40 repeat
Sp34_10013720.t1	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Sp34_10013720.t1	IPR019775	WD40 repeat, conserved site
Sp34_10013720.t1	IPR036322	WD40-repeat-containing domain superfamily
Sp34_10013720.t1	IPR040323	EARP and GARP complex-interacting protein 1
Sp34_10013800.t1	IPR007143	Vacuolar protein sorting-associated Vps28
Sp34_10013800.t1	IPR017898	Vacuolar protein sorting-associated, VPS28, N-terminal
Sp34_10013800.t1	IPR017899	Vacuolar protein sorting-associated, VPS28, C-terminal
Sp34_10013800.t1	IPR037202	ESCRT assembly domain
Sp34_10013800.t1	IPR037206	VPS28, C-terminal domain superfamily
Sp34_10013800.t1	IPR038358	VPS28, N-terminal domain superfamily
Sp34_10013900.t1	IPR000608	Ubiquitin-conjugating enzyme E2
Sp34_10013900.t1	IPR016135	Ubiquitin-conjugating enzyme/RWD-like
Sp34_10013900.t1	IPR023313	Ubiquitin-conjugating enzyme, active site
Sp34_10014000.t1	IPR001672	Phosphoglucose isomerase (PGI)
Sp34_10014000.t1	IPR018189	Phosphoglucose isomerase, conserved site
Sp34_10014000.t1	IPR023096	Phosphoglucose isomerase, C-terminal
Sp34_10014000.t1	IPR035476	Phosphoglucose isomerase, SIS domain 1
Sp34_10014000.t1	IPR035482	Phosphoglucose isomerase, SIS domain 2
Sp34_10014000.t1	IPR046348	SIS domain superfamily
Sp34_10014100.t1	IPR028079	Zc3h12a-like Ribonuclease NYN domain
Sp34_10014200.t1	IPR001680	WD40 repeat
Sp34_10014200.t1	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
Sp34_10014200.t1	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Sp34_10014200.t1	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
Sp34_10014200.t1	IPR029000	Cyclophilin-like domain superfamily
Sp34_10014200.t1	IPR036322	WD40-repeat-containing domain superfamily
Sp34_10014200.t1	IPR044666	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, cyclophilin A-like
Sp34_10014300.t1	IPR005331	Sulfotransferase
Sp34_10014300.t1	IPR007284	Ground-like domain
Sp34_10014300.t1	IPR007669	Carbohydrate sulfotransferase Chst-1
Sp34_10014400.t1	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site
Sp34_10014400.t1	IPR002300	Aminoacyl-tRNA synthetase, class Ia
Sp34_10014400.t1	IPR002303	Valine-tRNA ligase
Sp34_10014400.t1	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain
Sp34_10014400.t1	IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
Sp34_10014400.t1	IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding
Sp34_10014400.t1	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
Sp34_10014400.t1	IPR033705	Valyl tRNA synthetase, anticodon-binding domain
Sp34_10014400.t1	IPR037118	Valyl-tRNA synthetase, tRNA-binding arm superfamily
Sp34_10014500.t1	IPR001806	Small GTPase
Sp34_10014500.t1	IPR005225	Small GTP-binding protein domain
Sp34_10014500.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_10014500.t1	IPR041837	Rab27a/b
Sp34_10014600.t1	IPR005078	Peptidase C54
Sp34_10014600.t1	IPR038765	Papain-like cysteine peptidase superfamily
Sp34_10014600.t1	IPR046792	Peptidase C54, catalytic domain
Sp34_10014700.t1	IPR003703	Acyl-CoA thioesterase
Sp34_10014700.t1	IPR025652	Acyl-CoA thioesterase II domain
Sp34_10014700.t1	IPR029069	HotDog domain superfamily
Sp34_10014700.t1	IPR042171	Acyl-CoA thioesterase, double hotdog domain
Sp34_10014700.t1	IPR049449	Acyl-CoA thioesterase-like, N-terminal HotDog domain
Sp34_10014800.t1	IPR001373	Cullin, N-terminal
Sp34_10014800.t1	IPR016158	Cullin homology domain
Sp34_10014800.t1	IPR016159	Cullin repeat-like-containing domain superfamily
Sp34_10014800.t1	IPR019559	Cullin protein, neddylation domain
Sp34_10014800.t1	IPR036317	Cullin homology domain superfamily
Sp34_10014800.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_10014800.t1	IPR036390	Winged helix DNA-binding domain superfamily
Sp34_10014800.t1	IPR045093	Cullin
Sp34_10014900.t1	IPR001373	Cullin, N-terminal
Sp34_10014900.t1	IPR016159	Cullin repeat-like-containing domain superfamily
Sp34_10015000.t1	IPR014721	Small ribosomal subunit protein uS5 domain 2-type fold, subgroup
Sp34_10015000.t1	IPR015192	Switch protein XOL-1, N-terminal
Sp34_10015000.t1	IPR015193	Switch protein XOL-1, GHMP-like
Sp34_10015000.t1	IPR020568	Ribosomal protein uS5 domain 2-type superfamily
Sp34_10015000.t1	IPR036554	GHMP kinase, C-terminal domain superfamily
Sp34_10015200.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10015400.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10015500.t1	IPR038765	Papain-like cysteine peptidase superfamily
Sp34_10015600.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10015700.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10015900.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10016100.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10016200.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10016500.t1	IPR004127	Prefoldin alpha-like
Sp34_10016500.t1	IPR009053	Prefoldin
Sp34_10016500.t1	IPR016655	Prefoldin subunit 3
Sp34_10016600.t1	IPR014816	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
Sp34_10016600.t1	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
Sp34_10016600.t1	IPR049470	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61, C-terminal
Sp34_10016700.t1	IPR008570	ESCRT-II complex, Vps25 subunit
Sp34_10016700.t1	IPR014041	ESCRT-II complex, Vps25 subunit, N-terminal winged helix
Sp34_10016700.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_10016700.t1	IPR036390	Winged helix DNA-binding domain superfamily
Sp34_10016800.t1	IPR001841	Zinc finger, RING-type
Sp34_10016800.t1	IPR013083	Zinc finger, RING/FYVE/PHD-type
Sp34_10016900.t1	IPR000594	THIF-type NAD/FAD binding fold
Sp34_10016900.t1	IPR019572	Ubiquitin-activating enzyme, SCCH domain
Sp34_10016900.t1	IPR023318	Ubiquitin activating enzyme, alpha domain superfamily
Sp34_10016900.t1	IPR028077	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain
Sp34_10016900.t1	IPR030661	SUMO-activating enzyme subunit Uba2
Sp34_10016900.t1	IPR033127	Ubiquitin-activating enzyme E1, Cys active site
Sp34_10016900.t1	IPR035985	Ubiquitin-activating enzyme
Sp34_10016900.t1	IPR042449	Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1
Sp34_10016900.t1	IPR045886	ThiF/MoeB/HesA family
Sp34_10017000.t1	IPR001377	Small ribosomal subunit protein eS6
Sp34_10017000.t1	IPR014401	Small ribosomal subunit protein eS6-like
Sp34_10017100.t1	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
Sp34_10017100.t1	IPR001607	Zinc finger, UBP-type
Sp34_10017100.t1	IPR013083	Zinc finger, RING/FYVE/PHD-type
Sp34_10017100.t1	IPR018200	Ubiquitin specific protease, conserved site
Sp34_10017100.t1	IPR028889	Ubiquitin specific protease domain
Sp34_10017100.t1	IPR038765	Papain-like cysteine peptidase superfamily
Sp34_10017200.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10017300.t1	IPR035940	CAP superfamily
Sp34_10017500.t1	IPR000536	Nuclear hormone receptor, ligand-binding domain
Sp34_10017500.t1	IPR001628	Zinc finger, nuclear hormone receptor-type
Sp34_10017500.t1	IPR013088	Zinc finger, NHR/GATA-type
Sp34_10017500.t1	IPR035500	Nuclear hormone receptor-like domain superfamily
Sp34_10017800.t1	IPR002110	Ankyrin repeat
Sp34_10017800.t1	IPR002153	Transient receptor potential channel, canonical
Sp34_10017800.t1	IPR005821	Ion transport domain
Sp34_10017800.t1	IPR036770	Ankyrin repeat-containing domain superfamily
Sp34_10017900.t1	IPR001487	Bromodomain
Sp34_10017900.t1	IPR018359	Bromodomain, conserved site
Sp34_10017900.t1	IPR022591	Transcription initiation factor TFIID subunit 1, histone acetyltransferase domain
Sp34_10017900.t1	IPR036427	Bromodomain-like superfamily
Sp34_10017900.t1	IPR040240	Transcription initiation factor TFIID subunit 1
Sp34_10017900.t1	IPR041670	Zinc knuckle
Sp34_10018100.t1	IPR001357	BRCT domain
Sp34_10018100.t1	IPR036420	BRCT domain superfamily
Sp34_10018100.t1	IPR039189	CTD phosphatase Fcp1
Sp34_10018200.t1	IPR006652	Kelch repeat type 1
Sp34_10018200.t1	IPR015915	Kelch-type beta propeller
Sp34_10018300.t1	IPR001680	WD40 repeat
Sp34_10018300.t1	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Sp34_10018300.t1	IPR036322	WD40-repeat-containing domain superfamily
Sp34_10018400.t1	IPR013880	Yos1-like
Sp34_10018500.t1	IPR006594	LIS1 homology motif
Sp34_10018500.t1	IPR006595	CTLH, C-terminal LisH motif
Sp34_10018500.t1	IPR013144	CRA domain
Sp34_10018500.t1	IPR024964	CTLH/CRA C-terminal to LisH motif domain
Sp34_10018500.t1	IPR045098	Fyv10 family
Sp34_10018600.t1	IPR011722	Hemimethylated DNA-binding domain
Sp34_10018600.t1	IPR036623	Hemimethylated DNA-binding domain superfamily
Sp34_10018700.t1	IPR006634	TRAM/LAG1/CLN8 homology domain
Sp34_10018700.t1	IPR016439	Sphingosine N-acyltransferase Lag1/Lac1-like
Sp34_10018900.t1	IPR002225	3-beta hydroxysteroid dehydrogenase/isomerase
Sp34_10018900.t1	IPR036291	NAD(P)-binding domain superfamily
Sp34_10020000.t1	IPR007174	Las1
Sp34_10020100.t1	IPR000760	Inositol monophosphatase-like
Sp34_10020100.t1	IPR020550	Inositol monophosphatase, conserved site
Sp34_10020200.t1	IPR032446	S phase cyclin A-associated protein in the endoplasmic reticulum, N-terminal
Sp34_10020310.t1	IPR016024	Armadillo-type fold
Sp34_10020320.t1	IPR000008	C2 domain
Sp34_10020320.t1	IPR006608	Coiled-coil and C2 domain-containing protein 1, DM14 domain
Sp34_10020320.t1	IPR035892	C2 domain superfamily
Sp34_10020320.t1	IPR039725	Coiled-coil and C2 domain-containing protein 1
Sp34_10020410.t1	IPR000086	NUDIX hydrolase domain
Sp34_10020410.t1	IPR003565	Bis(5'-nucleosyl)-tetraphosphatase
Sp34_10020410.t1	IPR015797	NUDIX hydrolase-like domain superfamily
Sp34_10020410.t1	IPR020084	NUDIX hydrolase, conserved site
Sp34_10020420.t1	IPR000408	Regulator of chromosome condensation, RCC1
Sp34_10020420.t1	IPR009091	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Sp34_10020430.t1	IPR008166	Glycosyltransferase family 92
Sp34_10020500.t1	IPR036034	PDZ superfamily
Sp34_10020500.t1	IPR040264	Uncharacterized protein T15H9.4-like
Sp34_10020600.t1	IPR004911	Gamma interferon inducible lysosomal thiol reductase GILT
Sp34_10020700.t1	IPR000225	Armadillo
Sp34_10020700.t1	IPR002652	Importin-alpha, importin-beta-binding domain
Sp34_10020700.t1	IPR011989	Armadillo-like helical
Sp34_10020700.t1	IPR016024	Armadillo-type fold
Sp34_10020700.t1	IPR024931	Importin subunit alpha
Sp34_10020700.t1	IPR032413	Atypical Arm repeat
Sp34_10020700.t1	IPR036975	Importin-alpha, importin-beta-binding domain superfamily
Sp34_10020810.t1	IPR000182	GNAT domain
Sp34_10020810.t1	IPR016181	Acyl-CoA N-acyltransferase
Sp34_10020810.t1	IPR039135	N-acetyltransferase 9-like
Sp34_10020820.t1	IPR000593	RasGAP protein, C-terminal
Sp34_10020820.t1	IPR001715	Calponin homology domain
Sp34_10020820.t1	IPR001936	Ras GTPase-activating domain
Sp34_10020820.t1	IPR008936	Rho GTPase activation protein
Sp34_10020820.t1	IPR036872	CH domain superfamily
Sp34_10020900.t1	IPR023214	HAD superfamily
Sp34_10020900.t1	IPR036412	HAD-like superfamily
Sp34_10021200.t1	IPR028472	Eyes absent family
Sp34_10021200.t1	IPR038102	EYA domain superfamily
Sp34_10021300.t1	IPR006583	PAN-3 domain
Sp34_10021300.t1	IPR016187	C-type lectin fold
Sp34_10021400.t1	IPR006862	Acyl-CoA thioester hydrolase/bile acid-CoA amino acid N-acetyltransferase
Sp34_10021400.t1	IPR014940	BAAT/Acyl-CoA thioester hydrolase C-terminal
Sp34_10021400.t1	IPR016662	Acyl-CoA thioesterase, long chain
Sp34_10021400.t1	IPR029058	Alpha/Beta hydrolase fold
Sp34_10021400.t1	IPR042490	Acyl-CoA thioester hydrolase/BAAT, N-terminal
Sp34_10021500.t1	IPR001478	PDZ domain
Sp34_10021500.t1	IPR036034	PDZ superfamily
Sp34_10021500.t1	IPR038879	Golgi-associated PDZ and coiled-coil motif-containing protein
Sp34_10021600.t1	IPR001478	PDZ domain
Sp34_10021600.t1	IPR036034	PDZ superfamily
Sp34_10021600.t1	IPR038879	Golgi-associated PDZ and coiled-coil motif-containing protein
Sp34_10021700.t1	IPR001158	DIX domain
Sp34_10021700.t1	IPR016137	RGS domain
Sp34_10021700.t1	IPR029071	Ubiquitin-like domain superfamily
Sp34_10021700.t1	IPR036305	RGS domain superfamily
Sp34_10021700.t1	IPR038207	DIX domain superfamily
Sp34_10021700.t1	IPR043581	Axin-like
Sp34_10021700.t1	IPR044926	RGS, subdomain 2
Sp34_10021900.t1	IPR028564	tRNA methyltransferase TRM10-type domain
Sp34_10021900.t1	IPR038459	tRNA methyltransferase TRM10-type domain superfamily
Sp34_10022000.t1	IPR000873	AMP-dependent synthetase/ligase domain
Sp34_10022000.t1	IPR020845	AMP-binding, conserved site
Sp34_10022000.t1	IPR025110	AMP-binding enzyme, C-terminal domain
Sp34_10022000.t1	IPR042099	ANL, N-terminal domain
Sp34_10022000.t1	IPR045851	AMP-binding enzyme, C-terminal domain superfamily
Sp34_10022200.t1	IPR001304	C-type lectin-like
Sp34_10022200.t1	IPR016186	C-type lectin-like/link domain superfamily
Sp34_10022200.t1	IPR016187	C-type lectin fold
Sp34_10022410.t1	IPR001304	C-type lectin-like
Sp34_10022410.t1	IPR016186	C-type lectin-like/link domain superfamily
Sp34_10022410.t1	IPR016187	C-type lectin fold
Sp34_10022700.t1	IPR009057	Homeobox-like domain superfamily
Sp34_10022700.t1	IPR025898	Tc3 transposase, DNA binding domain
Sp34_10022700.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_10022700.t1	IPR036397	Ribonuclease H superfamily
Sp34_10022700.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_10022700.t1	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain
Sp34_10022800.t1	IPR005312	Protein of unknown function DUF1759
Sp34_10022900.t1	IPR000477	Reverse transcriptase domain
Sp34_10022900.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_10022900.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_10023000.t1	IPR001304	C-type lectin-like
Sp34_10023000.t1	IPR016186	C-type lectin-like/link domain superfamily
Sp34_10023000.t1	IPR016187	C-type lectin fold
Sp34_10023200.t1	IPR001304	C-type lectin-like
Sp34_10023200.t1	IPR006583	PAN-3 domain
Sp34_10023200.t1	IPR016186	C-type lectin-like/link domain superfamily
Sp34_10023200.t1	IPR016187	C-type lectin fold
Sp34_10023300.t1	IPR001304	C-type lectin-like
Sp34_10023300.t1	IPR006583	PAN-3 domain
Sp34_10023300.t1	IPR016186	C-type lectin-like/link domain superfamily
Sp34_10023300.t1	IPR016187	C-type lectin fold
Sp34_10023410.t1	IPR001304	C-type lectin-like
Sp34_10023410.t1	IPR016186	C-type lectin-like/link domain superfamily
Sp34_10023410.t1	IPR016187	C-type lectin fold
Sp34_10023600.t1	IPR001304	C-type lectin-like
Sp34_10023600.t1	IPR016186	C-type lectin-like/link domain superfamily
Sp34_10023600.t1	IPR016187	C-type lectin fold
Sp34_10023810.t1	IPR001304	C-type lectin-like
Sp34_10023810.t1	IPR016186	C-type lectin-like/link domain superfamily
Sp34_10023810.t1	IPR016187	C-type lectin fold
Sp34_10024100.t1	IPR001037	Integrase, C-terminal, retroviral
Sp34_10024100.t1	IPR001584	Integrase, catalytic core
Sp34_10024100.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_10024100.t1	IPR036397	Ribonuclease H superfamily
Sp34_10024100.t1	IPR041373	Reverse transcriptase, RNase H-like domain
Sp34_10024100.t1	IPR041588	Integrase zinc-binding domain
Sp34_10024100.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_10024200.t1	IPR000477	Reverse transcriptase domain
Sp34_10024200.t1	IPR001878	Zinc finger, CCHC-type
Sp34_10024200.t1	IPR021109	Aspartic peptidase domain superfamily
Sp34_10024200.t1	IPR036875	Zinc finger, CCHC-type superfamily
Sp34_10024200.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_10024200.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_10024400.t1	IPR003125	Domain of unknown function WSN
Sp34_10024600.t1	IPR000615	Bestrophin
Sp34_10024600.t1	IPR021134	Bestrophin-like
Sp34_10024700.t1	IPR003961	Fibronectin type III
Sp34_10024700.t1	IPR008197	WAP-type 'four-disulfide core' domain
Sp34_10024700.t1	IPR013783	Immunoglobulin-like fold
Sp34_10024700.t1	IPR036116	Fibronectin type III superfamily
Sp34_10024700.t1	IPR036645	Elafin-like superfamily
Sp34_10024700.t1	IPR042447	Anosmin-1
Sp34_10024800.t1	IPR005135	Endonuclease/exonuclease/phosphatase
Sp34_10024800.t1	IPR009060	UBA-like superfamily
Sp34_10024800.t1	IPR036691	Endonuclease/exonuclease/phosphatase superfamily
Sp34_10024900.t1	IPR000270	PB1 domain
Sp34_10024900.t1	IPR033512	Protein TFG
Sp34_10025000.t1	IPR001810	F-box domain
Sp34_10025100.t1	IPR001623	DnaJ domain
Sp34_10025100.t1	IPR004179	Sec63 domain
Sp34_10025100.t1	IPR014756	Immunoglobulin E-set
Sp34_10025100.t1	IPR035892	C2 domain superfamily
Sp34_10025100.t1	IPR036869	Chaperone J-domain superfamily
Sp34_10025200.t1	IPR007741	Ribosomal protein/NADH dehydrogenase domain
Sp34_10025200.t1	IPR016464	NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 2
Sp34_10025200.t1	IPR036249	Thioredoxin-like superfamily
Sp34_10025300.t1	IPR006634	TRAM/LAG1/CLN8 homology domain
Sp34_10025400.t1	IPR000953	Chromo/chromo shadow domain
Sp34_10025400.t1	IPR002717	Histone acetyltransferase domain, MYST-type
Sp34_10025400.t1	IPR016181	Acyl-CoA N-acyltransferase
Sp34_10025400.t1	IPR016197	Chromo-like domain superfamily
Sp34_10025400.t1	IPR025995	RNA binding activity-knot of a chromodomain
Sp34_10025400.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_10025400.t1	IPR040706	MYST, zinc finger domain
Sp34_10025600.t1	IPR003235	Nematode insulin-like peptide, beta type
Sp34_10025600.t1	IPR036438	Insulin-like superfamily
Sp34_10025700.t1	IPR002109	Glutaredoxin
Sp34_10025700.t1	IPR014025	Glutaredoxin subgroup
Sp34_10025700.t1	IPR036249	Thioredoxin-like superfamily
Sp34_10025800.t1	IPR003235	Nematode insulin-like peptide, beta type
Sp34_10025800.t1	IPR036438	Insulin-like superfamily
Sp34_10026000.t1	IPR001699	T-box transcription factor
Sp34_10026000.t1	IPR008967	p53-like transcription factor, DNA-binding domain superfamily
Sp34_10026000.t1	IPR018186	Transcription factor, T-box, conserved site
Sp34_10026000.t1	IPR036960	T-box superfamily
Sp34_10026000.t1	IPR046360	T-box transcription factor, DNA-binding domain
Sp34_10026100.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10026100.t1	IPR009003	Peptidase S1, PA clan
Sp34_10026100.t1	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold
Sp34_10026200.t1	IPR000225	Armadillo
Sp34_10026200.t1	IPR002652	Importin-alpha, importin-beta-binding domain
Sp34_10026200.t1	IPR011989	Armadillo-like helical
Sp34_10026200.t1	IPR016024	Armadillo-type fold
Sp34_10026310.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10026310.t1	IPR009003	Peptidase S1, PA clan
Sp34_10026310.t1	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold
Sp34_10026400.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10026400.t1	IPR009003	Peptidase S1, PA clan
Sp34_10026500.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10026500.t1	IPR009003	Peptidase S1, PA clan
Sp34_10026600.t1	IPR036397	Ribonuclease H superfamily
Sp34_10026700.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10026700.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_10026700.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_10026800.t1	IPR005514	Chymotrypsin family Peptidase-S1
Sp34_10026800.t1	IPR009003	Peptidase S1, PA clan
Sp34_10026800.t1	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold
Sp34_10027000.t1	IPR009071	High mobility group box domain
Sp34_10027000.t1	IPR036910	High mobility group box domain superfamily
Sp34_10027400.t1	IPR001810	F-box domain
